Player,Age,G,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos
Wesley Matthews,26-36,720,29.4,3.8,9.3,1.8,3.8,2.0,5.5,1.6,1.9,0.5,2.4,2.8,2.0,0.9,0.2,1.1,2.0,11.3,0.411,0.467,0.372,0.815,0.554,0.521,G
Bennedict Mathurin,20,78,28.5,5.3,12.2,4.0,8.2,1.3,4.0,4.8,5.8,1.1,3.0,4.1,1.5,0.6,0.2,1.9,2.1,16.7,0.434,0.488,0.323,0.828,0.566,0.487,G-F
Garrison Mathews,23-26,201,18.2,1.9,4.8,0.4,0.7,1.5,4.0,1.5,1.8,0.3,1.5,1.9,0.6,0.6,0.2,0.4,1.8,6.8,0.396,0.559,0.367,0.845,0.61,0.551,G
Roger Mason,32-33,94,15.7,1.7,4.0,0.8,1.8,0.9,2.2,0.5,0.5,0.1,1.5,1.6,1.0,0.3,0.1,0.6,1.4,4.7,0.422,0.448,0.401,0.92,0.562,0.534,G
Frank Mason III,23-26,103,15.7,2.4,6.1,1.9,4.3,0.5,1.7,1.4,1.9,0.4,1.6,2.0,2.6,0.5,0.1,1.1,1.2,6.7,0.396,0.433,0.301,0.755,0.489,0.438,G
Kevin Martin,29-32,239,28.1,5.1,11.9,3.4,7.7,1.7,4.2,3.5,4.0,0.4,2.2,2.6,1.6,0.8,0.1,1.4,1.8,15.3,0.426,0.441,0.399,0.889,0.562,0.496,G
Kenyon Martin,35-37,61,19.1,2.1,3.9,2.1,3.9,0.0,0.0,0.5,1.0,1.2,2.8,4.1,1.0,0.8,0.8,0.7,2.7,4.7,0.538,0.54,0.0,0.492,0.54,0.538,F
Kenyon Martin Jr.,20-22,206,24.3,4.1,7.6,3.3,5.2,0.8,2.3,1.4,2.1,1.4,3.5,4.8,1.3,0.5,0.5,0.9,1.7,10.5,0.545,0.636,0.34,0.674,0.616,0.597,F
Kelan Martin,24-26,96,13.2,2.1,5.1,1.4,2.7,0.7,2.4,0.5,0.6,0.5,1.9,2.4,0.6,0.3,0.3,0.5,1.3,5.5,0.414,0.51,0.307,0.889,0.511,0.487,F
Jarell Martin,21-24,184,15.9,2.0,4.7,1.7,3.7,0.3,1.0,1.0,1.3,1.0,2.4,3.5,0.6,0.4,0.4,0.8,2.2,5.4,0.434,0.457,0.346,0.766,0.513,0.47,F
Cody Martin,24-27,178,21.1,2.2,4.8,1.6,3.1,0.6,1.7,0.8,1.2,1.0,2.5,3.5,2.1,0.9,0.3,0.8,1.5,5.8,0.457,0.535,0.318,0.658,0.538,0.514,G-F
Cartier Martin,28-30,123,14.3,1.8,4.6,0.8,1.9,1.0,2.7,0.6,0.8,0.2,1.7,1.9,0.5,0.4,0.1,0.6,1.2,5.2,0.39,0.414,0.373,0.731,0.521,0.498,F
Caleb Martin,24-27,202,22.7,2.9,6.4,2.0,3.7,1.0,2.7,1.1,1.4,1.0,2.7,3.7,1.3,0.9,0.4,0.9,1.7,8.0,0.458,0.532,0.36,0.756,0.564,0.535,F
Naji Marshall,23-25,164,19.7,2.7,6.4,2.0,3.9,0.7,2.5,1.6,2.1,0.6,2.9,3.5,2.1,0.7,0.2,1.1,1.5,7.7,0.418,0.501,0.286,0.773,0.524,0.473,F
Kendall Marshall,21-24,160,19.3,2.0,4.9,1.2,2.8,0.8,2.2,0.3,0.5,0.1,1.4,1.6,4.9,0.7,0.1,1.8,1.1,5.0,0.399,0.422,0.37,0.611,0.489,0.48,G
Lauri Markkanen,20-25,348,30.6,6.0,13.3,3.7,6.8,2.4,6.4,2.9,3.3,1.3,5.9,7.1,1.4,0.7,0.5,1.4,1.9,17.3,0.455,0.534,0.371,0.858,0.588,0.545,F-C
Shawn Marion,34-36,200,27.6,4.1,8.3,3.6,6.9,0.5,1.4,0.8,1.0,1.7,4.4,6.1,1.7,1.0,0.6,1.2,1.5,9.4,0.489,0.522,0.331,0.78,0.536,0.517,F
Nico Mannion,19,30,12.1,1.3,3.8,0.6,1.8,0.7,2.0,0.8,0.9,0.2,1.3,1.5,2.3,0.5,0.0,1.0,1.0,4.1,0.342,0.315,0.367,0.821,0.487,0.439,G
Tre Mann,20-21,127,20.1,3.4,8.6,2.0,4.4,1.4,4.2,0.8,1.1,0.4,2.2,2.6,1.7,0.7,0.2,1.0,1.6,9.0,0.393,0.445,0.338,0.781,0.497,0.475,G
Terance Mann,23-26,270,21.5,3.0,6.1,2.3,4.2,0.7,1.9,1.2,1.5,0.9,2.8,3.7,2.0,0.5,0.2,0.8,1.8,8.0,0.5,0.553,0.383,0.784,0.592,0.56,G-F
Sandro Mamukelashvili,22-23,84,12.7,1.8,4.1,1.2,2.3,0.6,1.8,0.7,0.9,1.3,1.9,3.2,1.0,0.3,0.3,0.6,1.0,5.0,0.446,0.526,0.344,0.722,0.549,0.522,C-F
Théo Maledon,19-21,160,22.1,2.8,7.4,1.7,3.9,1.1,3.5,1.5,1.9,0.4,2.5,2.9,3.1,0.8,0.2,1.7,1.6,8.2,0.377,0.431,0.317,0.786,0.497,0.452,G
Thon Maker,19-23,263,13.8,1.6,3.7,1.1,2.2,0.5,1.5,0.9,1.3,0.8,1.9,2.8,0.6,0.4,0.7,0.5,1.7,4.6,0.435,0.509,0.327,0.68,0.539,0.502,F-C
Ian Mahinmi,26-33,469,18.2,2.1,3.9,2.1,3.8,0.0,0.1,1.3,2.2,1.6,3.1,4.8,0.7,0.6,0.8,1.1,2.8,5.5,0.527,0.536,0.17,0.59,0.557,0.529,C
Shelvin Mack,22-28,392,19.4,2.7,6.5,2.0,4.2,0.7,2.2,0.8,1.1,0.3,1.8,2.0,3.3,0.7,0.1,1.3,1.3,7.1,0.425,0.475,0.332,0.734,0.508,0.483,G
Trey Lyles,20-27,523,18.1,2.8,6.4,1.9,3.7,0.9,2.7,1.2,1.6,0.8,3.5,4.3,1.0,0.4,0.4,0.8,1.4,7.8,0.443,0.517,0.342,0.749,0.549,0.515,F
Timothé Luwawu-Cabarrot,21-26,328,16.0,2.0,5.1,1.0,2.1,1.0,2.9,1.0,1.2,0.4,1.6,2.0,0.9,0.4,0.1,0.7,1.8,5.9,0.391,0.468,0.335,0.829,0.53,0.488,F
John Lucas III,30-34,131,13.0,1.8,4.8,1.1,2.8,0.7,2.0,0.3,0.4,0.2,0.7,0.9,1.6,0.4,0.0,0.5,0.8,4.5,0.37,0.39,0.343,0.717,0.454,0.442,G
Kyle Lowry,26-36,719,34.3,5.4,12.6,2.9,6.0,2.5,6.6,3.5,4.3,0.8,4.0,4.8,7.0,1.4,0.3,2.6,2.9,16.7,0.425,0.48,0.375,0.828,0.577,0.523,G
Kevin Love,24-34,605,29.4,5.5,12.7,3.3,6.7,2.2,6.0,3.6,4.4,1.8,7.8,9.6,2.5,0.6,0.4,1.8,1.8,16.8,0.431,0.485,0.37,0.834,0.574,0.517,F
Robin Lopez,24-34,734,23.7,4.0,7.4,3.9,7.1,0.1,0.2,1.3,1.8,2.5,2.8,5.3,1.1,0.2,1.1,1.2,1.9,9.4,0.541,0.55,0.301,0.752,0.576,0.547,C
Brook Lopez,24-34,695,28.8,6.1,12.3,4.9,9.0,1.1,3.3,2.7,3.4,1.8,4.1,5.8,1.3,0.6,1.9,1.5,2.5,16.0,0.494,0.547,0.347,0.795,0.579,0.54,C
Kevon Looney,19-26,449,17.8,2.2,3.7,2.2,3.6,0.0,0.1,0.8,1.2,2.1,3.5,5.6,1.6,0.5,0.6,0.6,2.2,5.1,0.582,0.597,0.169,0.606,0.598,0.585,F-C
Shaun Livingston,27-33,509,19.4,2.5,4.9,2.5,4.8,0.0,0.1,1.0,1.3,0.6,1.7,2.3,2.7,0.7,0.3,1.0,1.7,6.0,0.507,0.512,0.118,0.806,0.55,0.508,G
Isaiah Livers,23-24,71,22.3,2.3,5.3,0.8,1.6,1.4,3.8,0.6,0.7,0.6,2.2,2.8,0.9,0.6,0.5,0.6,2.0,6.6,0.426,0.541,0.378,0.83,0.582,0.56,F
Nassir Little,19-22,192,17.1,2.2,4.9,1.4,2.5,0.8,2.3,0.9,1.2,0.8,2.4,3.2,0.8,0.3,0.4,0.6,1.4,6.0,0.451,0.559,0.335,0.725,0.56,0.532,F
Jeremy Lin,24-30,416,26.4,4.1,9.4,3.0,6.4,1.0,3.0,2.8,3.5,0.4,2.5,2.9,4.3,1.0,0.4,2.3,2.3,12.0,0.433,0.474,0.344,0.811,0.549,0.487,G
Damian Lillard,22-32,769,36.3,8.2,18.6,5.1,10.3,3.1,8.3,5.8,6.4,0.6,3.6,4.2,6.7,1.0,0.3,2.8,1.9,25.2,0.439,0.494,0.372,0.895,0.588,0.523,G
Rashard Lewis,33-34,115,15.3,1.7,4.2,0.9,1.9,0.8,2.3,0.5,0.7,0.4,1.6,2.0,0.8,0.6,0.2,0.6,1.4,4.8,0.414,0.473,0.366,0.692,0.532,0.514,F
Kira Lewis Jr.,19-21,103,14.4,2.2,5.5,1.6,3.5,0.7,2.1,0.7,0.8,0.3,1.1,1.4,1.9,0.6,0.1,0.7,1.3,5.8,0.401,0.448,0.321,0.847,0.491,0.461,G
Caris LeVert,22-28,392,28.1,5.3,12.1,3.8,7.9,1.4,4.2,2.2,2.9,0.7,3.1,3.8,3.9,1.1,0.3,1.8,2.1,14.1,0.436,0.485,0.344,0.735,0.528,0.496,G-F
Jon Leuer,23-29,331,16.3,2.7,5.5,2.3,4.4,0.4,1.1,0.9,1.1,0.9,3.0,3.9,0.8,0.4,0.3,0.7,1.6,6.6,0.481,0.521,0.328,0.768,0.545,0.515,F
Meyers Leonard,20-30,456,15.9,2.1,4.4,1.4,2.5,0.7,1.9,0.6,0.7,0.7,3.2,3.9,0.9,0.2,0.3,0.7,2.2,5.6,0.482,0.55,0.39,0.812,0.589,0.565,C-F
Kawhi Leonard,21-31,564,32.3,7.5,15.2,5.9,10.9,1.6,4.2,4.3,5.0,1.2,5.4,6.6,3.2,1.8,0.7,1.7,1.7,21.0,0.495,0.537,0.388,0.862,0.604,0.55,F
Alex Len,20-29,596,18.3,2.8,5.6,2.7,5.1,0.2,0.6,1.5,2.2,1.8,3.9,5.7,0.8,0.4,0.9,1.2,2.5,7.4,0.507,0.527,0.327,0.683,0.561,0.524,C
Saben Lee,21-23,110,16.0,2.0,4.6,1.7,3.6,0.3,1.0,1.4,2.0,0.5,1.6,2.1,3.2,0.8,0.2,1.0,1.4,5.7,0.427,0.466,0.292,0.733,0.519,0.46,G
David Lee,29-33,331,25.6,5.1,9.7,5.1,9.7,0.0,0.0,2.1,2.8,2.2,5.4,7.6,2.2,0.6,0.4,1.7,2.3,12.4,0.53,0.531,0.0,0.761,0.568,0.53,F
Damion Lee,25-30,290,20.8,2.9,6.5,1.6,3.1,1.3,3.4,1.2,1.4,0.5,2.9,3.4,1.4,0.7,0.1,0.8,1.6,8.2,0.436,0.499,0.379,0.878,0.574,0.535,G
Courtney Lee,27-34,524,27.0,3.6,7.8,2.5,5.1,1.1,2.7,1.1,1.3,0.4,2.1,2.5,1.8,1.0,0.3,0.9,1.6,9.4,0.458,0.495,0.389,0.866,0.558,0.526,G
Jake Layman,22-27,243,12.8,1.9,4.1,1.3,2.3,0.5,1.8,0.5,0.7,0.4,1.3,1.7,0.5,0.4,0.3,0.5,1.0,4.8,0.46,0.585,0.3,0.719,0.547,0.526,F
Ty Lawson,25-29,345,30.6,4.6,10.4,3.7,7.9,0.9,2.5,3.1,4.0,0.5,2.2,2.7,6.8,1.2,0.1,2.3,1.7,13.1,0.44,0.471,0.343,0.764,0.538,0.482,G
Zach LaVine,19-27,555,32.4,7.3,15.7,5.1,9.9,2.2,5.8,3.7,4.4,0.5,3.5,4.0,3.9,0.9,0.3,2.6,2.2,20.5,0.465,0.512,0.384,0.833,0.58,0.535,G-F
Joffrey Lauvergne,23-26,208,13.6,2.3,4.8,2.1,4.0,0.2,0.8,0.8,1.0,1.1,2.6,3.8,0.9,0.3,0.2,0.8,1.4,5.6,0.479,0.52,0.285,0.719,0.531,0.504,C-F
Shane Larkin,21-25,256,19.1,2.1,5.0,1.7,3.7,0.5,1.4,0.8,1.0,0.3,1.6,1.9,2.9,0.9,0.1,1.2,1.5,5.5,0.422,0.454,0.336,0.777,0.5,0.468,G
Romeo Langford,20-23,141,16.1,1.8,4.2,1.4,2.8,0.4,1.4,0.6,1.0,0.8,1.3,2.1,0.7,0.4,0.3,0.5,1.2,4.6,0.43,0.497,0.288,0.659,0.501,0.476,G
Carl Landry,29-32,205,18.9,3.3,6.2,3.3,6.2,0.0,0.1,2.1,2.6,1.7,3.0,4.7,0.6,0.3,0.3,1.0,2.1,8.8,0.535,0.536,0.438,0.804,0.596,0.537,F
Jock Landale,26-27,123,12.7,2.3,4.4,1.9,3.0,0.4,1.4,0.9,1.2,1.5,1.9,3.4,0.9,0.2,0.4,0.7,1.5,5.9,0.516,0.622,0.289,0.774,0.596,0.562,C
Jeremy Lamb,20-29,573,20.8,3.7,8.4,2.7,5.4,1.0,3.1,1.7,1.9,0.5,3.1,3.6,1.6,0.7,0.4,0.8,1.6,10.1,0.439,0.494,0.342,0.857,0.545,0.501,G-F
Doron Lamb,21-22,100,12.7,1.2,3.2,0.7,2.0,0.5,1.3,0.5,0.7,0.2,0.8,1.0,0.8,0.2,0.0,0.5,1.1,3.5,0.381,0.372,0.394,0.7,0.488,0.458,G
Anthony Lamb,23-25,88,18.4,2.2,4.9,1.1,1.8,1.1,3.1,0.7,0.9,0.9,2.3,3.3,1.4,0.4,0.3,0.8,1.9,6.2,0.447,0.605,0.353,0.79,0.583,0.558,F
Skal Labissière,20-23,148,17.5,2.9,5.9,2.7,5.3,0.2,0.6,1.2,1.6,1.5,3.0,4.5,1.0,0.4,0.7,1.0,2.1,7.2,0.492,0.507,0.353,0.748,0.546,0.509,F
Mindaugas Kuzminskas,27-28,69,14.8,2.3,5.4,1.5,2.9,0.8,2.4,0.8,1.0,0.7,1.1,1.8,1.0,0.4,0.2,0.7,1.1,6.2,0.426,0.512,0.321,0.809,0.53,0.499,F
Kyle Kuzma,22-27,406,31.1,6.2,13.9,4.3,8.0,2.0,5.8,2.1,2.9,1.1,5.3,6.4,2.5,0.6,0.5,2.1,2.1,16.5,0.449,0.529,0.338,0.725,0.545,0.519,F
Rodions Kurucs,20-22,131,16.1,2.2,5.0,1.5,2.8,0.7,2.3,0.8,1.0,0.7,2.4,3.1,0.9,0.6,0.3,1.0,1.9,6.0,0.444,0.537,0.329,0.739,0.544,0.517,F
Jonathan Kuminga,19-20,137,18.8,3.6,7.0,2.9,4.8,0.8,2.2,1.6,2.4,0.9,2.5,3.4,1.4,0.5,0.4,1.2,2.2,9.6,0.519,0.594,0.353,0.671,0.598,0.574,F
Vit Krejci,21-22,59,14.5,1.4,3.5,0.8,1.4,0.6,2.0,0.3,0.4,0.4,1.7,2.2,1.3,0.4,0.2,0.6,1.4,3.8,0.407,0.541,0.311,0.833,0.52,0.498,G
Kosta Koufos,23-29,504,18.5,2.9,5.4,2.9,5.4,0.0,0.0,0.6,1.1,1.9,3.8,5.7,0.6,0.5,0.8,0.7,2.3,6.4,0.537,0.537,0.0,0.57,0.546,0.537,C
Kyle Korver,31-38,568,26.6,3.4,7.4,1.1,2.2,2.3,5.2,0.9,1.0,0.2,2.9,3.1,1.9,0.6,0.4,1.1,1.8,9.9,0.456,0.487,0.443,0.878,0.634,0.612,G-F
Luke Kornet,22-27,217,13.5,1.9,4.1,1.2,2.0,0.7,2.1,0.5,0.6,0.8,1.9,2.7,0.9,0.3,0.8,0.4,1.1,4.9,0.457,0.599,0.322,0.772,0.56,0.539,F
Furkan Korkmaz,20-25,293,17.6,2.6,6.3,1.2,2.5,1.3,3.7,0.9,1.2,0.3,1.8,2.1,1.2,0.6,0.1,0.7,1.1,7.4,0.406,0.48,0.356,0.764,0.54,0.512,G
John Konchar,23-26,206,17.2,1.8,3.7,1.1,1.9,0.7,1.8,0.4,0.6,1.0,3.0,4.0,1.3,0.8,0.3,0.4,1.2,4.6,0.483,0.588,0.374,0.692,0.588,0.575,G
Christian Koloko,22,58,13.8,1.2,2.6,1.2,2.4,0.0,0.2,0.6,1.0,1.4,1.5,2.9,0.5,0.4,1.0,0.3,2.2,3.1,0.48,0.514,0.083,0.627,0.517,0.483,C
Kevin Knox,19-23,275,18.0,2.6,6.8,1.5,3.6,1.1,3.2,1.1,1.6,0.5,2.4,2.9,0.7,0.4,0.3,0.8,1.6,7.5,0.385,0.423,0.342,0.713,0.497,0.466,F
Brandon Knight,21-30,385,28.8,5.0,12.3,3.5,7.7,1.6,4.6,2.5,3.1,0.5,2.5,3.0,4.0,0.9,0.2,2.4,1.9,14.2,0.41,0.447,0.348,0.813,0.519,0.475,G
Maxi Kleber,26-31,363,22.9,2.5,5.5,1.2,2.1,1.2,3.4,0.8,1.0,1.2,3.5,4.7,1.1,0.4,0.9,0.7,2.1,7.0,0.447,0.592,0.358,0.787,0.583,0.558,F
Corey Kispert,22-23,151,25.8,3.5,7.3,1.7,2.6,1.8,4.7,0.9,1.0,0.6,2.2,2.8,1.1,0.4,0.2,0.7,1.3,9.6,0.478,0.633,0.391,0.86,0.624,0.603,G-F
Andrei Kirilenko,31-33,116,25.2,3.2,6.3,2.8,5.2,0.3,1.1,2.2,3.2,1.4,3.1,4.4,2.2,1.2,0.7,1.5,1.3,8.8,0.505,0.55,0.288,0.676,0.574,0.53,F
Sean Kilpatrick,25-28,157,19.6,3.5,8.4,2.2,4.7,1.2,3.7,2.1,2.5,0.3,2.5,2.7,1.5,0.5,0.1,1.3,1.2,10.3,0.413,0.474,0.335,0.862,0.543,0.487,G
Michael Kidd-Gilchrist,19-26,446,24.6,3.3,6.9,3.2,6.7,0.1,0.2,1.8,2.5,1.6,3.8,5.4,1.2,0.7,0.7,0.9,2.1,8.4,0.474,0.481,0.272,0.715,0.524,0.478,F
Jason Kidd,39,76,26.9,2.0,5.4,0.5,1.1,1.5,4.3,0.5,0.6,0.7,3.6,4.3,3.3,1.6,0.3,1.0,1.6,6.0,0.372,0.452,0.351,0.833,0.532,0.511,G
Walker Kessler,21,74,23.0,4.0,5.6,4.0,5.6,0.0,0.0,1.1,2.1,3.1,5.3,8.4,0.9,0.4,2.3,0.8,2.3,9.2,0.72,0.723,0.333,0.516,0.702,0.721,C
Luke Kennard,21-26,356,23.3,3.5,7.8,1.6,3.4,1.9,4.4,0.9,1.0,0.3,2.6,2.8,1.9,0.5,0.1,0.9,1.5,9.9,0.455,0.479,0.437,0.877,0.601,0.579,G
Ryan Kelly,22-25,163,19.2,2.0,5.3,1.4,3.3,0.6,2.0,1.4,1.8,0.5,2.6,3.1,1.3,0.5,0.5,0.7,1.9,6.0,0.378,0.416,0.316,0.797,0.498,0.438,F
Frank Kaminsky,22-29,413,19.8,3.2,7.3,2.1,4.4,1.0,3.0,1.4,1.9,0.7,3.1,3.8,1.6,0.4,0.4,0.8,1.5,8.8,0.43,0.486,0.349,0.746,0.537,0.501,F-C
Chris Kaman,30-33,195,18.5,4.1,8.0,4.1,7.9,0.0,0.0,1.0,1.3,1.6,4.1,5.7,0.9,0.3,0.8,1.5,2.0,9.1,0.509,0.511,0.125,0.752,0.533,0.51,C
Cory Joseph,21-31,761,22.5,2.8,6.3,2.2,4.5,0.6,1.8,1.1,1.4,0.5,2.1,2.6,3.1,0.8,0.2,1.1,1.7,7.3,0.444,0.481,0.352,0.79,0.529,0.494,G
DeAndre Jordan,24-34,750,28.0,4.0,5.9,4.0,5.9,0.0,0.0,1.9,4.0,3.3,8.2,11.5,1.2,0.6,1.5,1.5,2.5,10.0,0.682,0.683,0.222,0.482,0.652,0.683,C
Tyus Jones,19-26,535,19.3,2.6,6.0,1.8,3.8,0.8,2.2,0.8,0.9,0.2,1.6,1.9,3.9,1.0,0.1,0.7,0.8,6.8,0.436,0.481,0.357,0.814,0.528,0.501,G
Tre Jones,21-23,174,19.5,3.1,6.7,2.8,5.4,0.3,1.2,1.4,1.6,0.5,1.9,2.4,4.1,0.8,0.1,1.0,1.1,7.9,0.469,0.514,0.271,0.837,0.538,0.494,G
Terrence Jones,21-27,234,23.8,4.2,8.4,3.8,7.1,0.4,1.3,1.6,2.5,1.7,4.0,5.7,1.0,0.6,1.2,0.9,1.7,10.4,0.501,0.539,0.297,0.621,0.545,0.524,F
Jalen Jones,24-25,32,12.3,1.6,4.1,1.0,2.4,0.6,1.7,1.0,1.4,0.8,1.5,2.3,0.3,0.4,0.1,0.5,1.5,4.8,0.4,0.421,0.37,0.674,0.516,0.477,G
Herbert Jones,23-24,144,29.8,3.5,7.5,2.8,5.1,0.8,2.3,1.8,2.3,1.4,2.6,3.9,2.3,1.6,0.7,1.3,3.1,9.7,0.473,0.534,0.336,0.802,0.57,0.525,F
Derrick Jones Jr.,19-25,344,18.7,2.3,4.6,1.9,3.0,0.5,1.5,1.1,1.6,1.2,2.0,3.2,0.7,0.6,0.7,0.5,1.9,6.3,0.508,0.61,0.304,0.705,0.591,0.559,F
DeQuan Jones,22,63,12.7,1.5,3.5,1.4,2.9,0.1,0.6,0.5,0.8,0.3,1.4,1.7,0.3,0.3,0.3,0.5,0.9,3.7,0.436,0.47,0.257,0.667,0.485,0.456,F
Damian Jones,21-27,240,14.6,2.1,3.1,2.0,2.9,0.1,0.3,1.0,1.5,1.1,2.2,3.4,0.7,0.4,0.7,0.7,2.1,5.2,0.662,0.686,0.383,0.706,0.699,0.677,F-C
Nikola Jokić,20-27,596,30.8,7.8,14.0,6.8,11.2,1.0,2.9,3.7,4.5,2.6,7.9,10.5,6.6,1.2,0.7,2.9,2.8,20.2,0.553,0.605,0.348,0.829,0.632,0.589,C-F
Wesley Johnson,25-31,465,21.4,2.6,6.3,1.6,3.4,1.0,2.9,0.6,0.8,0.6,2.7,3.2,0.9,0.8,0.6,0.8,1.9,6.7,0.407,0.468,0.336,0.755,0.504,0.485,F-G
Tyler Johnson,22-29,354,24.6,3.5,8.3,2.3,4.8,1.2,3.4,1.5,2.0,0.5,2.5,3.0,2.3,0.8,0.4,1.1,1.8,9.8,0.426,0.473,0.36,0.779,0.537,0.501,G
Stanley Johnson,19-26,449,19.8,2.3,5.9,1.5,3.4,0.8,2.5,0.9,1.2,0.6,2.6,3.1,1.5,0.9,0.2,1.1,1.9,6.2,0.391,0.454,0.305,0.748,0.489,0.456,F
Keon Johnson,19-20,77,14.5,2.1,5.8,1.3,3.5,0.8,2.4,0.9,1.2,0.5,1.2,1.6,1.8,0.6,0.2,1.2,1.5,5.9,0.362,0.375,0.343,0.739,0.465,0.431,G
Keldon Johnson,20-23,224,30.0,6.1,13.0,4.5,8.5,1.6,4.5,2.7,3.6,1.1,4.5,5.6,2.1,0.7,0.2,1.4,2.0,16.5,0.468,0.523,0.363,0.752,0.565,0.531,G
Joe Johnson,31-40,446,30.9,4.8,11.1,3.3,6.9,1.6,4.2,1.5,1.8,0.6,3.0,3.5,2.9,0.6,0.2,1.5,1.5,12.7,0.435,0.47,0.376,0.82,0.534,0.506,G-F
James Johnson,25-35,600,20.6,3.1,6.5,2.5,4.6,0.6,1.9,1.1,1.6,0.8,2.8,3.6,2.2,0.8,0.8,1.4,2.2,7.9,0.48,0.552,0.301,0.672,0.547,0.523,F
Jalen Johnson,20-21,92,12.6,2.0,3.9,1.6,2.7,0.4,1.3,0.6,0.9,0.6,2.8,3.3,0.9,0.4,0.4,0.5,1.3,4.9,0.496,0.598,0.282,0.635,0.558,0.541,F
Ivan Johnson,28,69,15.0,2.7,5.2,2.7,5.0,0.0,0.2,1.2,1.9,1.1,2.8,3.9,0.7,0.8,0.2,1.0,1.9,6.6,0.52,0.536,0.077,0.618,0.546,0.521,F
Chris Johnson,22-25,147,15.5,1.6,4.0,0.9,1.7,0.7,2.3,0.6,0.7,0.5,1.5,2.0,0.6,0.6,0.2,0.5,1.4,4.4,0.392,0.508,0.307,0.835,0.514,0.48,F-G
Cameron Johnson,23-26,225,25.0,3.9,8.8,1.7,3.2,2.2,5.6,1.3,1.6,0.7,3.0,3.8,1.5,0.8,0.3,0.7,1.6,11.3,0.447,0.543,0.393,0.843,0.6,0.572,F
Amir Johnson,25-31,517,22.5,3.2,5.7,3.0,5.1,0.2,0.6,1.0,1.6,2.0,3.7,5.6,1.6,0.7,0.9,1.2,2.9,7.6,0.562,0.589,0.337,0.651,0.597,0.58,F-C
Isaiah Joe,21-23,169,14.1,2.0,4.8,0.5,1.1,1.4,3.8,0.8,0.9,0.2,1.3,1.6,0.8,0.4,0.1,0.4,1.1,6.2,0.408,0.486,0.386,0.832,0.588,0.558,G
Ty Jerome,22-25,157,17.4,2.6,6.2,1.5,3.0,1.1,3.1,0.7,0.9,0.3,1.6,1.9,2.6,0.6,0.1,0.8,1.4,7.0,0.421,0.492,0.352,0.826,0.536,0.51,G
Jonas Jerebko,25-31,491,15.5,2.0,4.4,1.3,2.6,0.7,1.8,0.7,0.9,1.0,2.6,3.5,0.9,0.4,0.2,0.6,1.7,5.3,0.449,0.498,0.377,0.783,0.557,0.526,F
Brandon Jennings,23-28,344,28.1,4.3,11.2,2.7,6.6,1.6,4.6,2.2,2.9,0.5,2.1,2.7,5.8,1.1,0.1,2.1,1.6,12.4,0.383,0.409,0.345,0.784,0.498,0.454,G
John Jenkins,21-27,171,12.8,1.8,4.1,1.1,2.3,0.7,1.9,0.7,0.8,0.2,1.3,1.5,0.8,0.2,0.1,0.6,0.6,5.0,0.441,0.503,0.367,0.847,0.559,0.524,G
DaQuan Jeffries,22-24,47,13.7,1.5,3.4,1.0,1.6,0.5,1.8,0.3,0.3,0.5,1.5,1.9,0.6,0.4,0.2,0.3,1.4,3.8,0.438,0.605,0.291,0.857,0.532,0.515,G-F
Richard Jefferson,32-37,385,18.5,2.1,4.7,1.2,2.4,0.9,2.3,1.0,1.4,0.2,1.9,2.2,1.0,0.4,0.1,0.7,1.6,6.0,0.45,0.511,0.384,0.712,0.573,0.543,F
Al Jefferson,28-33,365,26.4,6.5,13.2,6.5,13.1,0.0,0.1,1.7,2.4,1.6,6.1,7.6,1.6,0.7,0.9,1.1,2.2,14.8,0.497,0.5,0.171,0.71,0.521,0.498,C-F
Antawn Jamison,36-37,98,19.2,3.0,6.8,2.1,4.0,0.9,2.8,1.1,1.6,1.2,3.1,4.3,0.6,0.4,0.3,0.6,1.6,8.1,0.444,0.519,0.336,0.696,0.539,0.513,F
Mike James,37-38,56,16.8,1.9,5.2,1.0,2.9,0.9,2.3,0.4,0.6,0.2,1.3,1.4,2.8,0.5,0.1,1.1,1.9,5.1,0.363,0.352,0.377,0.742,0.465,0.447,G
Mike James,27-30,49,18.8,3.2,8.4,2.4,5.8,0.8,2.6,1.7,2.3,0.3,2.2,2.5,3.7,0.7,0.2,1.4,1.2,8.9,0.38,0.423,0.287,0.766,0.472,0.425,G
LeBron James,28-38,732,36.3,10.1,19.1,8.2,13.9,1.8,5.2,4.8,6.7,1.1,6.7,7.8,7.7,1.4,0.7,3.6,1.7,26.8,0.526,0.59,0.355,0.721,0.607,0.574,F-G
Stephen Jackson,34-35,64,18.5,2.0,5.6,1.3,2.7,0.7,2.9,0.8,1.2,0.4,2.2,2.6,1.3,0.7,0.2,1.3,1.6,5.6,0.362,0.477,0.255,0.689,0.458,0.428,F-G
Reggie Jackson,22-32,726,26.4,5.0,11.8,3.6,7.7,1.4,4.1,2.0,2.3,0.5,2.5,3.0,4.4,0.7,0.1,1.9,2.0,13.4,0.425,0.466,0.347,0.857,0.524,0.485,G
Justin Jackson,22-27,278,17.6,2.3,5.4,1.4,2.8,0.8,2.7,0.6,0.7,0.4,1.9,2.4,1.0,0.3,0.2,0.4,1.0,6.0,0.423,0.523,0.319,0.796,0.524,0.501,G-F
