Rk,Player,ORB%,DRB%,AST%,STL%,BLK%,TOV%,USG%,From,To,Age,G,GS,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Team,-9999
76,Greg Whittington,0.0,0.0,0.0,0.0,0.0,0.0,10.9,2020-21,2020-21,27,4,0,0.0,9.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.000,.000,.000,,.000,.000,F,DEN,whittgr01
77,Hassan Whiteside,14.2,34.0,4.3,1.1,7.5,12.4,21.4,2014-15,2021-22,25-32,492,332,7.7,13.1,7.7,13.0,0.0,0.1,3.1,5.0,4.6,11.2,15.8,0.9,0.8,3.2,2.2,3.8,18.4,.587,.589,.308,.606,.603,.588,C,MIAPORSACUTA,whiteha01
78,Isaiah Whitehead,2.1,10.0,17.9,1.3,1.6,20.3,19.2,2016-17,2017-18,21-22,89,26,4.8,11.7,3.8,8.4,1.0,3.3,2.1,2.6,0.7,3.4,4.1,4.2,1.0,0.8,3.3,3.9,12.7,.411,.452,.305,.788,.493,.454,G,BRK,whiteis01
79,Royce White,0.0,0.0,0.0,0.0,0.0,0.0,4.9,2013-14,2013-14,22,3,0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,.000,.000,,,.000,.000,F,SAC,whitero03
80,Okaro White,5.7,13.2,5.6,1.0,1.6,14.1,10.8,2016-17,2018-19,24-26,44,4,2.6,6.8,1.6,3.7,1.0,3.0,1.4,1.6,1.9,4.3,6.1,1.5,0.7,0.7,1.2,3.7,7.6,.381,.414,.340,.880,.509,.457,F,MIAWAS,whiteok01
81,James White,1.3,12.0,10.3,1.6,0.8,12.0,15.2,2012-13,2012-13,30,57,16,4.1,9.6,3.0,6.2,1.2,3.4,0.9,1.6,0.4,3.6,4.0,2.4,1.1,0.3,1.4,3.6,10.3,.431,.480,.341,.579,.503,.491,G-F,NYK,whiteja02
82,Jack White,10.7,18.6,7.7,2.2,2.7,9.0,14.7,2022-23,2022-23,25,17,0,4.4,10.4,2.7,5.5,1.6,4.9,1.1,1.6,3.3,6.0,9.3,2.2,1.6,1.1,1.1,4.9,11.5,.421,.500,.333,.667,.517,.500,F,DEN,whiteja03
83,Derrick White,2.1,11.5,20.3,1.4,2.6,11.3,18.9,2017-18,2022-23,23-28,345,229,5.5,12.4,3.6,7.0,1.9,5.4,3.0,3.5,0.7,3.9,4.6,5.2,1.0,1.1,1.8,2.9,16.0,.447,.521,.352,.846,.572,.524,G,BOSSAS,whitede01
84,D.J. White,5.1,13.1,6.8,1.1,4.9,6.7,14.8,2012-13,2013-14,26-27,14,0,4.5,9.0,4.5,9.0,0.0,0.0,1.9,3.4,1.5,4.1,5.6,1.5,0.7,2.3,0.7,2.3,10.9,.500,.500,,.556,.519,.500,F,BOSCHA,whitedj01
85,Coby White,1.4,12.7,17.7,1.1,0.5,11.6,21.2,2019-20,2022-23,19-22,269,74,6.1,14.6,3.3,7.0,2.8,7.6,1.8,2.1,0.4,4.1,4.5,4.4,0.8,0.2,2.0,2.8,16.9,.419,.476,.367,.854,.542,.515,G,CHI,whiteco01
86,Andrew White,2.1,16.0,4.3,0.7,0.4,9.7,17.3,2017-18,2017-18,24,15,0,4.3,12.6,1.2,4.1,3.1,8.4,0.2,0.7,0.7,5.2,5.9,1.0,0.5,0.2,1.4,2.1,11.9,.342,.292,.367,.250,.461,.466,G,ATL,whitean01
87,Russell Westbrook,5.1,21.0,44.4,2.3,0.8,16.1,33.1,2012-13,2022-23,24-34,782,733,8.9,20.2,7.4,15.5,1.4,4.7,5.6,7.3,1.7,7.0,8.7,9.4,1.7,0.3,4.5,2.8,24.8,.440,.480,.308,.764,.530,.476,G,HOULACLALOKCWAS,westbru01
88,David West,6.4,18.8,18.1,1.6,2.8,13.4,21.4,2012-13,2017-18,32-37,438,238,6.7,13.3,6.6,13.0,0.1,0.3,2.6,3.4,2.0,6.3,8.2,3.9,1.1,1.3,2.3,3.1,16.1,.506,.511,.273,.770,.546,.509,F-C,GSWINDSAS,westda01
89,Blake Wesley,1.7,11.9,18.8,1.8,0.6,21.7,18.5,2022-23,2022-23,19,37,1,3.7,11.6,2.6,8.8,1.1,2.8,1.4,2.4,0.6,3.8,4.4,5.3,1.3,0.3,3.5,3.6,9.9,.321,.301,.385,.591,.393,.367,G,SAS,weslebl01
90,Thomas Welsh,0.0,12.1,20.5,0.0,0.0,6.7,17.7,2018-19,2018-19,22,11,0,7.0,13.0,4.0,6.0,3.0,7.0,1.0,2.0,0.0,4.0,4.0,5.0,0.0,0.0,1.0,3.0,18.0,.538,.667,.429,.500,.648,.654,C,DEN,welshth01
91,Sonny Weems,1.5,10.3,14.2,1.0,0.2,26.0,13.5,2015-16,2015-16,29,43,0,3.0,7.9,1.9,5.0,1.1,3.0,0.6,1.1,0.5,3.3,3.8,3.5,0.7,0.1,3.0,3.4,7.7,.382,.391,.366,.533,.459,.450,G-F,PHIPHO,weemsso01
92,Martell Webster,2.4,11.2,8.6,1.1,0.6,10.3,16.0,2012-13,2014-15,26-28,186,75,4.3,10.0,2.0,4.4,2.3,5.7,2.5,3.0,0.8,3.5,4.3,2.0,0.7,0.3,1.3,2.6,13.3,.425,.463,.397,.829,.584,.538,G-F,WAS,webstma02
93,Briante Weber,4.3,11.6,15.3,3.2,1.3,17.1,13.7,2015-16,2017-18,23-25,45,4,3.4,8.4,3.1,6.8,0.3,1.5,1.3,1.8,1.4,3.7,5.1,3.8,2.3,0.5,1.9,3.3,8.4,.408,.457,.192,.733,.461,.426,G,CHOGSWHOUMEMMIA,weberbr01
94,James Webb III,7.0,14.3,4.5,0.4,0.0,14.3,10.1,2017-18,2017-18,24,10,0,1.8,7.2,0.6,1.5,1.2,5.7,0.0,0.0,2.4,4.8,7.2,1.2,0.3,0.0,1.2,3.0,4.8,.250,.400,.211,,.333,.333,F,BRK,webbja01
95,Quinndary Weatherspoon,2.4,10.2,11.8,2.1,1.3,17.8,16.2,2019-20,2021-22,23-25,42,0,4.4,9.7,4.0,7.5,0.4,2.1,2.5,3.0,0.8,3.4,4.2,3.2,1.6,0.5,2.4,5.4,11.6,.452,.526,.188,.826,.529,.473,G,GSWSAS,weathqu01
96,Travis Wear,3.9,14.4,8.5,1.1,1.5,12.2,16.9,2014-15,2017-18,24-27,68,1,4.4,11.2,3.2,8.2,1.1,3.1,1.1,1.4,1.2,4.5,5.8,1.9,0.8,0.6,1.6,3.4,11.0,.388,.397,.364,.824,.463,.438,F,LALNYK,weartr01
97,David Wear,33.6,0.0,18.8,0.0,0.0,0.0,12.6,2014-15,2014-15,24,2,0,0.0,10.3,0.0,5.1,0.0,5.1,0.0,0.0,10.3,0.0,10.3,5.1,0.0,0.0,0.0,5.1,0.0,.000,.000,.000,,.000,.000,F,SAC,wearda01
98,Maalik Wayns,0.5,4.3,21.2,2.0,0.0,13.2,24.7,2012-13,2013-14,21-22,29,1,4.6,15.4,3.4,10.1,1.2,5.3,2.9,3.2,0.2,1.4,1.5,4.9,1.4,0.0,2.6,5.1,13.3,.300,.339,.226,.895,.397,.339,G,LACPHI,waynsma01
99,Peyton Watson,5.1,17.4,7.9,0.5,5.2,10.6,17.7,2022-23,2022-23,20,23,2,5.6,11.4,4.5,8.7,1.2,2.7,2.1,3.9,1.5,5.6,7.2,2.1,0.4,2.1,1.5,2.7,14.5,.492,.511,.429,.550,.553,.542,G-F,DEN,watsope01
100,Paul Watson,1.7,16.2,8.6,1.2,1.3,9.6,13.3,2019-20,2021-22,25-27,46,5,4.0,9.5,1.3,2.7,2.7,6.8,0.9,1.3,0.6,5.3,5.9,2.2,0.9,0.5,1.1,3.4,11.5,.420,.488,.392,.684,.571,.559,G,ATLOKCTOR,watsopa01
101,Earl Watson,3.2,8.7,30.2,2.4,0.7,37.4,10.5,2012-13,2013-14,33-34,72,4,1.5,4.8,1.2,3.5,0.3,1.3,0.8,1.1,1.0,2.7,3.7,7.9,1.6,0.3,3.1,4.6,3.9,.305,.344,.200,.724,.376,.332,G,PORUTA,watsoea01
102,C.J. Watson,2.0,8.9,18.0,2.2,0.5,14.4,16.4,2012-13,2016-17,28-32,295,45,4.1,9.9,2.5,5.6,1.6,4.3,2.3,2.8,0.6,2.9,3.5,4.2,1.5,0.2,1.9,2.7,12.1,.415,.446,.374,.818,.544,.496,G,BRKINDORL,watsocj01
103,Trendon Watford,5.3,19.0,15.4,1.4,1.9,14.6,16.7,2021-22,2022-23,21-22,110,22,5.7,10.4,5.1,8.6,0.6,1.8,2.5,3.4,1.7,5.9,7.7,3.7,1.0,0.7,2.0,4.1,14.4,.547,.592,.333,.737,.609,.576,F,POR,watfotr01
104,Tremont Waters,1.4,8.7,28.9,3.6,0.7,22.5,21.5,2019-20,2021-22,22-24,40,4,4.6,13.0,2.7,6.7,1.9,6.3,2.1,2.2,0.4,2.8,3.3,7.5,2.7,0.3,4.1,3.0,13.2,.354,.408,.296,.960,.472,.425,G,BOSTORWAS,watertr01
105,Lindy Waters III,2.3,13.5,7.5,1.6,1.8,5.5,16.4,2021-22,2022-23,24-25,66,1,5.1,12.8,1.1,1.6,4.0,11.1,0.7,0.9,0.8,4.6,5.3,1.9,1.2,0.7,0.8,2.6,14.9,.399,.667,.360,.800,.567,.557,G,OKC,waterli01
106,Yuta Watanabe,4.3,16.5,7.1,1.5,2.1,8.9,14.0,2018-19,2022-23,24-28,179,9,4.2,9.6,2.3,4.7,1.9,5.0,1.4,2.0,1.4,5.3,6.7,1.8,1.1,0.8,1.0,3.0,11.8,.439,.492,.390,.687,.561,.540,F,BRKMEMTOR,watanyu01
107,TyTy Washington Jr.,0.5,11.0,15.3,1.7,0.5,7.7,17.4,2022-23,2022-23,21,31,2,4.8,13.3,3.2,6.7,1.6,6.7,0.8,1.5,0.2,3.6,3.7,3.9,1.2,0.2,1.2,2.4,12.1,.363,.488,.238,.556,.432,.422,G,HOU,washity02
108,P.J. Washington,4.1,15.7,11.4,1.5,3.1,12.0,18.7,2019-20,2022-23,21-24,260,219,5.7,12.8,3.6,7.0,2.1,5.7,1.7,2.5,1.4,5.1,6.5,2.8,1.1,1.2,1.9,3.1,15.3,.450,.519,.366,.711,.554,.532,F,CHO,washipj01
109,Duane Washington Jr.,0.5,9.4,16.5,1.2,0.5,11.2,25.5,2021-22,2022-23,21-22,79,10,7.1,18.1,3.9,9.4,3.2,8.6,1.6,2.2,0.2,3.0,3.1,3.9,0.8,0.2,2.4,2.4,19.0,.391,.409,.371,.729,.498,.480,G,INDPHO,washidu02
110,Julian Washburn,3.5,14.8,7.7,2.5,0.7,12.3,10.0,2018-19,2018-19,27,18,3,2.3,6.8,1.6,3.4,0.7,3.4,0.4,0.6,1.1,4.7,5.8,2.0,1.8,0.3,1.0,2.3,5.7,.333,.458,.208,.750,.402,.385,F,MEM,washbju01
111,Hakim Warrick,4.8,16.4,8.9,1.4,1.0,12.5,21.7,2012-13,2012-13,30,28,14,4.9,12.1,4.9,11.9,0.0,0.2,4.4,6.5,1.5,5.0,6.6,1.8,1.0,0.4,2.1,2.7,14.3,.406,.414,.000,.682,.476,.406,F,CHANOH,warriha01
112,T.J. Warren,5.0,11.0,7.0,1.6,1.5,6.9,21.8,2014-15,2022-23,21-29,374,236,7.9,15.7,7.0,13.0,0.9,2.7,2.4,3.0,1.7,3.6,5.2,1.5,1.2,0.6,1.3,3.0,19.2,.506,.537,.354,.780,.563,.536,F,BRKINDPHO,warretj01
113,Jameel Warney,15.9,21.3,0.0,0.0,0.0,6.6,25.6,2017-18,2017-18,24,3,0,9.3,16.0,9.3,16.0,0.0,0.0,4.0,6.7,5.3,6.7,12.0,0.0,0.0,0.0,1.3,2.7,22.7,.583,.583,,.600,.599,.583,F,DAL,warneja01
114,Casper Ware,0.0,8.7,13.7,3.3,0.0,10.1,18.1,2013-14,2013-14,24,9,0,5.6,13.0,3.4,6.5,2.2,6.5,1.6,1.9,0.0,2.8,2.8,3.1,2.5,0.0,1.6,3.4,14.9,.429,.524,.333,.833,.538,.512,G,PHI,wareca01
115,Brad Wanamaker,1.7,9.7,20.4,1.9,1.0,16.3,16.1,2018-19,2021-22,29-32,191,3,4.1,9.8,3.3,7.0,0.9,2.8,3.1,3.4,0.6,3.3,3.8,5.4,1.4,0.4,2.2,3.6,12.2,.421,.470,.300,.907,.539,.464,G,BOSCHOGSWINDWAS,wanambr01
116,Luke Walton,4.9,15.2,28.7,2.5,1.2,24.0,13.0,2012-13,2012-13,32,50,0,3.0,7.6,2.1,4.8,0.8,2.8,0.4,0.8,1.6,4.5,6.1,7.0,1.8,0.5,2.5,4.1,7.2,.392,.447,.299,.500,.453,.448,F,CLE,waltolu01
117,Derrick Walton,1.3,7.8,16.8,2.0,1.2,15.5,10.0,2017-18,2021-22,22-26,45,4,2.3,6.4,0.9,2.6,1.4,3.9,1.2,1.4,0.4,2.6,3.0,4.6,1.5,0.5,1.3,2.6,7.2,.356,.333,.370,.895,.513,.467,G,DETLACMIA,waltode01
118,Tyrone Wallace,2.8,11.9,10.4,1.6,1.1,13.6,17.2,2017-18,2021-22,23-27,112,19,4.7,11.1,4.3,9.4,0.4,1.7,2.2,3.3,0.9,4.0,5.0,2.7,1.2,0.5,2.0,4.0,11.9,.422,.462,.207,.656,.474,.438,G,ATLLACNOP,wallaty01
119,Rasheed Wallace,4.2,29.4,3.5,2.3,4.4,6.2,25.4,2012-13,2012-13,38,21,0,6.7,17.3,4.0,8.9,2.7,8.4,1.7,2.4,1.3,8.8,10.1,0.7,1.6,1.8,1.2,4.9,17.8,.387,.452,.319,.700,.484,.465,F-C,NYK,wallara01
120,Gerald Wallace,3.7,14.5,13.3,2.6,1.3,20.8,13.0,2012-13,2014-15,30-32,159,84,3.0,6.9,2.3,4.7,0.6,2.2,1.7,2.9,1.2,4.4,5.6,3.2,1.8,0.6,2.1,2.1,8.2,.432,.500,.287,.569,.504,.478,F,BOSBRK,wallage01
121,John Wall,1.8,11.6,43.4,2.4,1.6,16.7,28.6,2012-13,2022-23,22-32,512,474,7.4,17.0,6.1,13.2,1.3,3.8,4.2,5.5,0.6,3.7,4.3,9.5,1.7,0.7,3.9,2.2,20.2,.433,.463,.329,.776,.521,.470,G,HOULACWAS,walljo01
122,M.J. Walker,0.0,13.1,13.8,12.0,0.0,0.0,21.5,2021-22,2021-22,23,2,0,0.0,18.0,0.0,9.0,0.0,9.0,0.0,0.0,0.0,4.5,4.5,4.5,9.0,0.0,0.0,4.5,0.0,.000,.000,.000,,.000,.000,G,PHO,walkemj01
123,Lonnie Walker IV,1.3,10.2,10.1,1.2,1.0,8.5,20.9,2018-19,2022-23,20-24,264,88,6.3,15.0,4.1,8.5,2.3,6.5,2.1,2.6,0.4,3.5,3.9,2.6,0.9,0.4,1.5,2.3,16.9,.422,.477,.349,.800,.526,.497,G,LALSAS,walkelo01
124,Kemba Walker,1.8,10.7,27.6,1.9,1.0,10.4,27.1,2012-13,2022-23,22-32,684,672,7.4,17.5,4.9,10.6,2.5,6.9,4.1,4.9,0.6,3.5,4.1,5.7,1.3,0.4,2.3,1.6,21.4,.422,.460,.363,.844,.544,.493,G,BOSCHACHODALNYK,walkeke02
125,Jabari Walker,8.8,15.5,7.8,0.8,1.9,11.8,17.3,2022-23,2022-23,20,56,0,4.8,11.5,3.9,8.3,0.9,3.3,2.0,2.6,2.8,4.8,7.6,2.0,0.6,0.8,1.7,4.0,12.6,.419,.472,.286,.756,.496,.460,F,POR,walkeja01
126,Henry Walker,1.4,14.0,7.2,2.0,1.2,12.0,15.0,2014-15,2014-15,27,24,13,3.3,9.6,0.7,2.1,2.6,7.6,0.8,1.0,0.4,4.3,4.7,1.7,1.4,0.5,1.4,4.4,10.0,.345,.361,.341,.778,.497,.479,F,MIA,walkebi01
127,Dion Waiters,1.6,8.8,16.1,1.7,0.8,12.0,23.5,2012-13,2019-20,21-28,419,211,6.4,15.5,4.7,10.5,1.7,5.0,2.2,3.1,0.5,2.9,3.4,3.5,1.2,0.3,2.3,2.5,16.7,.412,.444,.346,.694,.495,.468,G,CLELALMIAOKC,waitedi01
128,Ish Wainright,6.2,10.6,6.8,2.2,2.0,9.1,12.9,2021-22,2022-23,27-28,105,2,3.5,9.4,1.4,2.8,2.1,6.6,0.9,1.2,2.0,3.4,5.5,1.9,1.6,0.8,1.0,4.7,10.1,.378,.495,.328,.767,.513,.492,F,PHO,wainris01
129,Moritz Wagner,5.6,19.6,11.3,1.4,1.7,13.8,20.6,2018-19,2022-23,21-25,253,55,6.3,12.9,4.6,7.5,1.7,5.4,4.0,4.8,1.9,6.5,8.3,2.7,1.1,0.7,2.4,5.1,18.3,.490,.615,.319,.822,.611,.557,F-C,BOSLALORLWAS,wagnemo01
130,Franz Wagner,3.3,11.5,16.5,1.4,0.9,10.9,22.4,2021-22,2022-23,20-21,159,159,7.1,15.0,5.5,10.4,1.6,4.5,3.3,3.9,1.1,3.8,4.9,3.7,1.0,0.4,2.0,2.5,19.2,.477,.528,.358,.850,.575,.531,G-F,ORL,wagnefr01
131,Dwyane Wade,4.1,12.0,26.5,2.1,1.7,13.6,29.8,2012-13,2018-19,31-37,458,321,8.4,17.8,7.8,15.8,0.6,2.0,4.3,5.7,1.2,3.8,5.1,5.3,1.5,0.7,3.2,2.2,21.6,.471,.493,.296,.752,.533,.487,G,CHICLEMIA,wadedw01
132,Dean Wade,3.3,15.9,7.3,1.5,1.5,8.0,11.5,2019-20,2022-23,23-26,170,60,3.6,8.2,1.6,2.6,2.0,5.5,0.7,1.1,1.1,5.0,6.1,1.9,1.1,0.6,0.8,3.0,9.9,.439,.599,.362,.699,.574,.561,F,CLE,wadede01
133,Sasha Vujačić,3.1,14.1,15.3,1.8,0.4,12.4,17.1,2013-14,2016-17,29-32,105,29,4.1,11.3,2.0,5.4,2.1,5.9,1.3,1.7,1.0,4.7,5.7,3.7,1.3,0.2,1.7,3.3,11.5,.359,.372,.347,.778,.477,.450,G,LACNYK,vujacsa01
134,Nikola Vučević,8.7,28.9,15.9,1.4,2.4,10.0,24.9,2012-13,2022-23,22-32,772,747,8.5,17.1,7.5,14.3,1.0,2.8,1.9,2.5,2.8,9.3,12.2,3.3,1.0,1.0,2.0,2.7,19.9,.497,.526,.348,.768,.547,.526,C,CHIORL,vucevni01
135,Noah Vonleh,8.9,24.3,6.6,1.2,2.0,14.8,13.9,2014-15,2022-23,19-27,362,172,4.0,8.7,3.4,6.9,0.6,1.9,1.8,2.6,3.0,8.0,11.0,1.6,0.9,0.9,1.7,4.0,10.4,.459,.501,.307,.692,.526,.492,F-C,BOSBRKCHICHODENMINNYKPOR,vonleno01
136,Gabe Vincent,1.7,7.7,16.1,1.8,0.5,13.7,17.9,2019-20,2022-23,23-26,195,68,4.7,11.9,2.2,4.4,2.5,7.5,1.2,1.4,0.5,2.4,2.9,4.0,1.3,0.2,2.0,3.5,13.2,.399,.499,.339,.852,.527,.505,G,MIA,vincega01
137,Charlie Villanueva,4.6,20.2,6.7,1.3,2.5,7.5,24.2,2012-13,2015-16,28-31,215,5,6.7,17.1,3.5,7.4,3.2,9.7,1.1,1.7,1.5,6.4,7.9,1.4,0.9,1.1,1.4,3.4,17.6,.390,.467,.331,.631,.493,.484,F,DALDET,villach01
138,Jan Veselý,10.0,15.5,5.4,2.5,3.0,16.1,12.7,2012-13,2013-14,22-23,105,5,3.8,7.5,3.8,7.5,0.0,0.0,0.8,2.5,3.2,4.9,8.2,1.3,1.8,1.4,1.6,6.0,8.4,.509,.510,.000,.326,.491,.509,F,DENWAS,veselja01
139,Rashad Vaughn,1.2,9.6,6.4,1.6,1.5,8.9,14.5,2015-16,2017-18,19-21,139,8,3.5,10.3,1.7,4.6,1.8,5.7,0.4,0.6,0.4,3.0,3.4,1.6,1.1,0.6,1.0,2.6,9.1,.337,.366,.313,.692,.432,.424,G,BRKMILORL,vaughra01
140,Devin Vassell,1.9,14.4,11.2,1.9,1.5,7.2,19.3,2020-21,2022-23,20-22,171,71,6.1,14.3,3.6,7.5,2.5,6.9,1.8,2.2,0.7,4.8,5.4,2.8,1.4,0.7,1.2,2.5,16.5,.427,.483,.367,.816,.541,.515,G-F,SAS,vassede01
141,Greivis Vásquez,1.5,11.6,33.9,1.2,0.3,16.5,21.3,2012-13,2016-17,26-30,265,130,5.5,13.2,3.7,8.2,1.8,5.0,1.5,1.8,0.5,3.5,4.0,7.4,0.8,0.1,2.8,2.9,14.3,.416,.451,.359,.821,.510,.484,G,BRKMILNOHSACTOR,vasqugr01
142,Jarvis Varnado,5.6,14.5,5.9,1.4,6.2,14.9,11.7,2012-13,2013-14,24-25,37,0,3.5,6.1,3.5,6.1,0.0,0.0,2.6,5.1,1.9,4.6,6.5,1.5,1.0,2.8,1.5,6.5,9.7,.582,.582,,.518,.584,.582,F,BOSCHIMIAPHI,varnaja01
143,Anderson Varejão,12.3,26.5,12.2,1.9,1.7,12.6,16.2,2012-13,2020-21,30-38,188,81,4.9,10.0,4.9,9.9,0.0,0.1,2.2,3.2,4.0,8.3,12.3,2.8,1.3,0.8,1.7,3.4,12.0,.488,.495,.000,.702,.526,.488,F-C,CLEGSW,varejan01
144,Fred VanVleet,1.5,11.0,26.1,2.2,1.3,11.1,21.9,2016-17,2022-23,22-28,417,268,6.0,14.8,3.1,7.0,2.9,7.8,2.9,3.3,0.5,3.5,4.0,6.4,1.6,0.5,2.0,2.6,17.7,.402,.434,.373,.869,.543,.500,G,TOR,vanvlfr01
145,Jarred Vanderbilt,10.9,23.7,9.7,2.4,2.1,16.1,12.4,2018-19,2022-23,19-23,244,162,4.4,7.7,4.2,6.9,0.2,0.8,1.8,2.8,3.7,7.8,11.5,2.6,1.8,0.8,1.7,3.6,10.9,.573,.606,.288,.643,.607,.588,F,DENLALMINUTA,vandeja01
146,Denzel Valentine,2.2,17.4,14.4,1.6,0.6,11.4,18.0,2016-17,2021-22,23-28,256,45,5.1,12.9,2.4,5.4,2.7,7.5,0.6,0.7,0.8,5.6,6.4,3.5,1.2,0.2,1.7,3.1,13.4,.394,.441,.360,.787,.507,.498,G,CHICLEUTA,valende01
147,Jonas Valančiūnas,12.1,28.9,7.8,0.8,3.2,13.3,21.3,2012-13,2022-23,20-30,774,745,7.4,13.2,7.1,12.3,0.3,1.0,3.5,4.4,3.9,9.3,13.2,1.7,0.6,1.3,2.3,4.0,18.7,.561,.577,.357,.789,.615,.574,C,MEMNOPTOR,valanjo01
148,Jarrod Uthoff,6.5,12.9,8.8,0.9,2.1,4.8,17.0,2016-17,2019-20,23-26,16,0,4.9,12.0,3.6,8.1,1.3,3.9,1.5,1.9,2.1,3.9,6.0,1.9,0.6,0.9,0.6,2.1,12.6,.411,.447,.333,.778,.492,.464,F,DALMEMWAS,uthofja01
149,Stanley Umude,0.0,0.0,0.0,24.2,44.1,0.0,40.0,2022-23,2022-23,23,1,0,0.0,18.0,0.0,0.0,0.0,18.0,36.0,36.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,36.0,.000,,.000,1.000,.532,.000,G,DET,umudest01
150,Tyler Ulis,1.7,7.1,29.0,2.0,0.3,16.1,19.2,2016-17,2018-19,21-23,133,58,5.2,12.8,4.3,9.9,0.8,2.9,1.8,2.2,0.6,2.3,2.9,6.9,1.5,0.2,2.6,2.5,12.9,.403,.439,.280,.808,.469,.435,G,CHIPHO,ulisty01
151,Beno Udrih,1.8,9.2,28.5,1.5,0.3,16.5,18.8,2012-13,2016-17,30-34,269,38,5.3,11.5,4.5,9.2,0.8,2.3,1.8,2.1,0.6,2.9,3.5,6.6,1.0,0.1,2.5,2.3,13.1,.458,.491,.331,.851,.528,.492,G,DETMEMMIAMILNYKORL,udrihbe01
152,Ekpe Udoh,8.9,13.0,6.9,1.7,5.7,14.0,11.3,2012-13,2018-19,25-31,265,27,3.1,6.7,3.1,6.7,0.0,0.0,2.0,2.8,2.9,4.2,7.1,1.7,1.2,2.6,1.3,4.2,8.3,.470,.471,.000,.716,.523,.470,C-F,LACMILUTA,udohek01
153,Jeremy Tyler,10.8,21.7,3.1,0.8,4.1,16.3,19.4,2012-13,2013-14,21-22,62,0,5.3,10.8,5.3,10.8,0.0,0.0,2.3,4.2,3.4,6.6,10.0,0.7,0.5,1.7,2.5,6.2,13.0,.493,.493,,.556,.513,.493,C,ATLGSWNYK,tylerje01
154,Myles Turner,5.5,20.5,6.3,1.2,6.8,10.7,19.4,2015-16,2022-23,19-26,493,460,6.3,12.6,5.0,9.1,1.2,3.5,3.0,3.9,1.8,6.7,8.5,1.5,0.9,2.8,1.7,3.7,16.7,.498,.553,.353,.771,.586,.546,C-F,IND,turnemy01
155,Evan Turner,2.2,16.3,20.8,1.4,0.8,15.9,19.3,2012-13,2019-20,24-31,562,261,5.3,12.2,4.7,10.2,0.6,1.9,2.1,2.6,0.7,5.3,6.1,5.0,1.0,0.4,2.5,2.6,13.2,.434,.459,.297,.789,.495,.457,G,ATLBOSINDPHIPOR,turneev01
156,Hedo Türkoğlu,1.8,16.5,10.3,1.8,1.1,13.5,14.7,2012-13,2014-15,33-35,111,3,3.9,9.8,1.6,3.8,2.3,6.0,0.5,1.0,0.6,5.4,6.0,2.6,1.3,0.5,1.6,3.6,10.6,.397,.409,.390,.514,.519,.516,F,LACORL,turkohe01
157,Ronny Turiaf,8.5,19.6,6.4,1.1,5.1,17.3,10.2,2012-13,2014-15,30-32,98,10,3.1,5.5,3.1,5.5,0.0,0.0,1.2,3.1,2.7,6.2,8.9,1.7,0.7,2.3,1.4,3.9,7.3,.554,.554,,.389,.532,.554,F,LACMIN,turiaro01
158,Rayjon Tucker,2.6,11.4,9.4,1.1,0.3,12.4,15.1,2019-20,2021-22,22-24,39,0,4.2,8.4,3.1,4.9,1.1,3.5,4.6,5.9,0.8,3.8,4.7,2.5,0.8,0.1,1.6,2.8,14.0,.500,.634,.310,.776,.639,.564,F,DENMILPHIUTA,tuckera01
159,P.J. Tucker,5.7,15.6,6.9,1.9,0.9,13.0,11.0,2012-13,2022-23,27-37,835,656,3.1,7.3,1.8,3.8,1.3,3.5,1.0,1.4,1.9,5.0,6.9,1.8,1.4,0.4,1.2,3.1,8.5,.425,.479,.366,.752,.539,.512,F,HOUMIAMILPHIPHOTOR,tuckepj01
160,Allonzo Trier,2.2,11.6,13.2,0.9,0.9,15.7,21.4,2018-19,2019-20,23-24,88,4,5.8,12.8,4.4,9.0,1.5,3.8,4.4,5.5,0.8,3.9,4.6,3.0,0.6,0.4,2.8,3.0,17.5,.454,.483,.384,.801,.574,.510,G,NYK,trieral01
161,Gary Trent Jr.,1.5,7.6,7.4,2.1,0.7,5.2,20.5,2018-19,2022-23,20-24,270,160,6.4,15.2,3.4,7.3,3.0,7.9,2.2,2.6,0.5,2.4,2.9,1.8,1.5,0.3,0.9,2.0,18.0,.421,.461,.384,.827,.550,.520,G,PORTOR,trentga02
162,Karl-Anthony Towns,9.5,27.3,15.8,1.1,3.4,12.7,26.7,2015-16,2022-23,20-27,511,511,9.0,17.1,7.2,12.7,1.7,4.4,4.6,5.6,3.1,8.7,11.8,3.4,0.8,1.4,2.8,3.6,24.3,.526,.571,.395,.835,.623,.577,C-F,MIN,townska01
163,Axel Toupane,2.1,8.0,6.3,1.2,2.0,5.6,11.2,2015-16,2020-21,23-28,33,1,3.0,7.8,1.7,3.8,1.3,4.0,1.6,2.1,0.7,2.6,3.3,1.7,0.9,0.9,0.5,4.5,8.8,.378,.432,.326,.750,.502,.461,G-F,DENMILNOP,toupaax01
