Rk,Player,ORtg,DRtg,PER,TRB%,AST%,STL%,BLK%,TOV%,USG%,From,To,Age,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos,Team,-9999
257,Vit Krejci,108,118,7.6,8.6,12.4,1.4,0.5,11.7,10.9,2022-23,2022-23,22,29,0,5.7,0.5,1.3,0.3,0.6,0.2,0.7,0.0,0.1,0.2,0.7,0.9,0.6,0.2,0.0,0.2,0.6,1.2,.405,.625,.238,.500,.475,.473,G,ATL,krejcvi01
258,Luke Kornet,143,111,16.7,13.4,9.1,0.7,4.9,11.8,11.5,2022-23,2022-23,27,69,0,11.7,1.6,2.5,1.6,2.3,0.0,0.2,0.5,0.6,1.2,1.6,2.9,0.8,0.2,0.7,0.4,1.2,3.8,.665,.701,.231,.821,.697,.674,F,BOS,kornelu01
259,Furkan Korkmaz,100,115,9.3,7.0,8.8,1.4,0.8,15.9,19.1,2022-23,2022-23,25,37,0,9.5,1.3,3.0,0.8,1.8,0.5,1.2,0.7,1.0,0.2,1.0,1.1,0.6,0.3,0.1,0.6,0.5,3.8,.432,.462,.391,.722,.552,.514,G,PHI,korkmfu01
260,John Konchar,117,109,10.8,11.0,8.2,2.4,1.5,9.9,10.4,2022-23,2022-23,26,72,23,20.8,1.9,4.4,1.1,2.0,0.8,2.5,0.4,0.5,0.9,3.4,4.3,1.4,1.1,0.3,0.5,1.6,5.1,.431,.545,.339,.778,.542,.525,G,MEM,konchjo01
261,Christian Koloko,119,113,11.4,12.1,5.0,1.3,6.9,10.2,10.4,2022-23,2022-23,22,58,19,13.8,1.2,2.6,1.2,2.4,0.0,0.2,0.6,1.0,1.4,1.5,2.9,0.5,0.4,1.0,0.3,2.2,3.1,.480,.514,.083,.627,.517,.483,C,TOR,kolokch01
262,Kevin Knox,107,119,11.1,10.5,5.2,1.2,1.1,12.2,18.4,2022-23,2022-23,23,63,5,15.1,2.4,5.3,1.4,2.3,1.0,3.0,0.7,1.0,0.5,2.3,2.8,0.5,0.4,0.2,0.8,1.5,6.6,.458,.596,.349,.767,.579,.556,F,DETPOR,knoxke01
263,Nathan Knight,118,114,14.5,10.8,6.1,1.6,1.8,16.5,18.7,2022-23,2022-23,25,38,0,7.7,1.2,2.1,1.0,1.6,0.2,0.6,1.0,1.5,0.6,0.9,1.5,0.3,0.3,0.2,0.6,1.1,3.7,.568,.644,.364,.684,.655,.617,F-C,MIN,knighna01
264,Maxi Kleber,117,118,8.7,8.4,7.5,0.6,2.9,12.7,10.3,2022-23,2022-23,31,37,5,25.1,2.1,4.6,1.0,1.5,1.1,3.0,0.7,1.0,0.8,2.8,3.6,1.4,0.3,0.8,0.7,2.3,5.9,.456,.667,.348,.711,.592,.571,F,DAL,klebima01
265,Corey Kispert,124,120,11.5,5.5,5.7,0.7,0.4,8.1,14.1,2022-23,2022-23,23,74,45,28.3,3.9,7.9,1.7,2.7,2.2,5.2,1.0,1.2,0.4,2.4,2.8,1.2,0.4,0.1,0.7,1.3,11.1,.497,.637,.424,.852,.657,.637,G-F,WAS,kispeco01
266,Louis King,125,116,21.3,8.1,12.2,1.7,0.0,13.0,23.8,2022-23,2022-23,23,1,0,29.0,8.0,13.0,4.0,5.0,4.0,8.0,0.0,1.0,2.0,2.0,4.0,2.0,1.0,0.0,2.0,4.0,20.0,.615,.800,.500,.000,.744,.769,F,PHI,kinglo02
267,Braxton Key,227,124,18.6,6.2,0.0,0.0,0.0,0.0,8.9,2022-23,2022-23,25,3,0,3.0,0.3,0.3,0.3,0.3,0.0,0.0,0.7,0.7,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,1.3,1.000,1.000,,1.000,1.064,1.000,F,DET,keybr01
268,Walker Kessler,140,111,21.5,19.7,5.7,0.7,8.6,10.7,13.3,2022-23,2022-23,21,74,40,23.0,4.0,5.6,4.0,5.6,0.0,0.0,1.1,2.1,3.1,5.3,8.4,0.9,0.4,2.3,0.8,2.3,9.2,.720,.723,.333,.516,.702,.721,C,UTA,kesslwa01
269,Luke Kennard,128,116,13.0,6.6,9.4,1.2,0.3,10.3,14.5,2022-23,2022-23,26,59,14,22.3,3.2,6.5,0.9,1.9,2.3,4.6,0.6,0.7,0.3,2.4,2.7,1.5,0.5,0.1,0.8,1.4,9.3,.492,.487,.494,.949,.684,.666,G,LACMEM,kennalu01
270,Trevor Keels,84,116,3.7,13.7,0.0,0.0,0.0,0.0,21.4,2022-23,2022-23,19,3,0,2.7,0.3,1.3,0.0,0.0,0.3,1.3,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.0,0.0,1.0,.250,,.250,,.375,.375,G,NYK,keelstr01
271,Frank Kaminsky,131,116,15.3,12.1,17.8,1.2,1.6,11.4,14.1,2022-23,2022-23,29,36,0,6.5,0.9,1.8,0.5,0.8,0.4,0.9,0.4,0.4,0.2,1.3,1.4,0.9,0.2,0.1,0.3,0.6,2.5,.492,.600,.394,.875,.635,.595,F-C,ATLHOU,kaminfr01
272,Mfiondu Kabengele,103,110,8.1,15.2,0.0,2.7,0.0,11.3,10.8,2022-23,2022-23,25,4,0,9.0,0.5,1.8,0.5,1.0,0.0,0.8,0.5,0.5,1.3,1.3,2.5,0.0,0.5,0.0,0.3,0.8,1.5,.286,.500,.000,1.000,.381,.286,F,BOS,kabenmf01
273,Johnny Juzang,93,119,6.5,9.1,4.7,0.8,1.1,2.8,19.6,2022-23,2022-23,21,18,0,12.9,1.9,5.8,1.1,2.3,0.8,3.5,0.1,0.2,0.4,1.7,2.2,0.4,0.2,0.2,0.2,0.7,4.8,.337,.488,.238,.500,.411,.409,G,UTA,juzanjo01
274,Nikola Jović,105,114,10.6,8.9,7.3,1.7,1.0,11.4,19.0,2022-23,2022-23,19,15,8,13.6,1.9,4.6,1.3,2.3,0.5,2.3,1.2,1.3,0.6,1.5,2.1,0.7,0.5,0.1,0.7,1.3,5.5,.406,.588,.229,.947,.530,.464,G-F,MIA,jovicni01
275,Cory Joseph,119,122,12.1,4.8,25.4,1.3,0.6,12.8,15.2,2022-23,2022-23,31,62,2,19.8,2.4,5.7,1.3,2.8,1.1,2.9,0.9,1.2,0.3,1.4,1.7,3.5,0.5,0.1,0.9,1.4,6.9,.427,.468,.389,.792,.558,.527,G,DET,josepco01
276,DeAndre Jordan,116,111,14.7,19.8,7.7,1.0,3.5,26.1,13.7,2022-23,2022-23,34,39,8,15.0,2.3,2.9,2.2,2.9,0.0,0.0,0.6,1.2,1.3,3.8,5.2,0.9,0.3,0.6,1.2,1.8,5.1,.765,.763,1.000,.458,.731,.770,C,DEN,jordade01
277,Tyus Jones,122,113,16.0,5.5,28.8,2.0,0.3,8.9,17.7,2022-23,2022-23,26,80,22,24.3,3.9,8.9,2.4,4.8,1.5,4.1,1.0,1.3,0.4,2.2,2.5,5.2,1.0,0.1,0.9,0.4,10.3,.438,.495,.371,.800,.546,.523,G,MEM,jonesty01
278,Tre Jones,117,120,16.0,6.7,31.5,2.1,0.4,11.8,19.3,2022-23,2022-23,23,68,65,29.2,5.0,10.9,4.4,8.6,0.7,2.3,2.2,2.5,0.8,2.8,3.6,6.6,1.3,0.1,1.6,1.4,12.9,.459,.506,.285,.860,.534,.489,G,SAS,jonestr01
279,Kai Jones,106,113,10.8,11.9,3.7,1.5,4.7,19.1,12.4,2022-23,2022-23,22,46,0,12.0,1.5,2.6,1.4,2.2,0.1,0.4,0.4,0.6,0.8,1.9,2.7,0.3,0.4,0.7,0.7,1.4,3.4,.558,.624,.211,.731,.597,.575,F-C,CHO,joneska01
280,Herbert Jones,115,112,12.1,7.8,11.1,2.6,2.1,13.3,14.5,2022-23,2022-23,24,66,66,29.6,3.6,7.6,2.7,5.1,0.8,2.5,1.9,2.4,1.5,2.6,4.1,2.5,1.6,0.6,1.3,3.2,9.8,.469,.536,.335,.764,.567,.525,F,NOP,joneshe01
281,Derrick Jones Jr.,122,112,13.8,9.7,5.1,1.6,4.0,8.6,14.5,2022-23,2022-23,25,64,0,14.0,1.8,3.6,1.4,2.3,0.4,1.3,1.0,1.3,0.9,1.5,2.4,0.5,0.5,0.6,0.4,1.3,5.0,.500,.587,.338,.738,.597,.559,F,CHI,jonesde02
282,Damian Jones,128,115,12.9,13.8,4.1,0.8,3.7,18.9,10.7,2022-23,2022-23,27,41,1,11.6,1.3,2.1,1.1,1.7,0.2,0.4,0.5,0.7,1.0,2.0,3.0,0.4,0.2,0.5,0.6,1.3,3.5,.640,.652,.588,.759,.719,.698,F-C,LALUTA,jonesda03
283,Carlik Jones,112,115,11.1,5.1,13.9,1.7,0.0,9.7,16.2,2022-23,2022-23,25,7,0,8.0,0.9,2.1,0.4,1.3,0.4,0.9,0.7,1.1,0.1,0.6,0.7,0.9,0.3,0.0,0.3,0.3,2.9,.400,.333,.500,.625,.540,.500,G,CHI,jonesca03
284,Nikola Jokić,134,110,31.5,20.2,46.6,1.8,1.8,17.0,27.2,2022-23,2022-23,27,69,69,33.7,9.4,14.8,8.5,12.7,0.8,2.2,4.9,6.0,2.4,9.4,11.8,9.8,1.3,0.7,3.6,2.5,24.5,.632,.675,.383,.822,.701,.660,C-F,DEN,jokicni01
285,Stanley Johnson,117,119,13.5,11.1,19.0,1.6,1.1,19.2,15.2,2022-23,2022-23,26,30,0,15.6,2.2,4.1,1.6,2.7,0.6,1.3,0.9,1.3,0.7,2.4,3.2,2.2,0.5,0.2,1.1,1.6,5.8,.533,.573,.450,.667,.625,.607,F,SAS,johnsst04
286,Keon Johnson,93,119,9.0,6.1,20.9,2.2,1.3,18.0,25.0,2022-23,2022-23,20,40,0,10.4,1.7,4.5,1.0,2.4,0.7,2.0,0.7,1.0,0.3,0.8,1.1,1.5,0.5,0.2,1.1,1.1,4.7,.376,.402,.346,.659,.482,.455,G,POR,johnske07
287,Keldon Johnson,108,122,15.3,8.4,13.7,1.1,0.4,9.6,27.9,2022-23,2022-23,23,63,63,32.7,8.0,17.7,5.9,11.2,2.1,6.5,3.9,5.2,0.9,4.2,5.0,2.9,0.7,0.2,2.1,2.0,22.0,.452,.523,.329,.749,.551,.512,G,SAS,johnske04
288,James Johnson,98,115,8.4,10.3,12.6,2.1,3.2,13.2,15.7,2022-23,2022-23,35,18,1,9.0,1.2,2.7,1.1,1.9,0.2,0.8,0.2,0.4,0.2,1.4,1.7,0.8,0.4,0.3,0.4,1.8,2.8,.449,.559,.200,.500,.486,.480,F,IND,johnsja01
289,Jalen Johnson,114,113,14.1,14.8,10.4,1.7,2.8,10.3,16.0,2022-23,2022-23,21,70,6,14.9,2.3,4.6,1.8,3.1,0.4,1.5,0.7,1.1,0.7,3.3,4.0,1.2,0.5,0.5,0.6,1.6,5.6,.491,.587,.288,.628,.554,.537,F,ATL,johnsja05
290,Cameron Johnson,122,114,17.1,8.6,9.6,2.0,1.0,6.6,20.6,2022-23,2022-23,26,42,41,28.5,5.3,11.3,2.9,5.2,2.5,6.1,2.4,2.9,0.8,3.6,4.4,1.9,1.2,0.3,0.9,2.0,15.5,.470,.548,.404,.842,.617,.579,F,BRKPHO,johnsca02
291,Alize Johnson,74,117,4.3,18.2,4.2,1.6,0.0,36.8,15.0,2022-23,2022-23,26,4,0,7.5,0.8,1.5,0.8,1.0,0.0,0.5,0.3,0.5,0.5,2.0,2.5,0.3,0.3,0.0,1.0,0.8,1.8,.500,.750,.000,.500,.509,.500,F,SAS,johnsal02
292,Isaiah Joe,125,116,14.5,6.7,8.7,1.6,0.5,6.6,17.7,2022-23,2022-23,23,73,10,19.1,3.1,7.0,0.9,1.6,2.2,5.4,1.1,1.4,0.4,2.0,2.4,1.2,0.7,0.1,0.5,1.4,9.5,.441,.553,.409,.820,.626,.599,G,OKC,joeis01
293,Ty Jerome,126,117,12.8,5.3,22.1,1.3,0.5,10.3,14.9,2022-23,2022-23,25,45,2,18.1,2.6,5.4,1.8,3.4,0.8,2.0,0.8,0.9,0.2,1.6,1.7,3.0,0.5,0.1,0.7,1.4,6.9,.488,.546,.389,.927,.594,.560,G,GSW,jeromty01
294,LeBron James,114,113,23.9,12.5,33.5,1.2,1.4,11.6,33.3,2022-23,2022-23,38,55,54,35.5,11.1,22.2,8.9,15.3,2.2,6.9,4.6,5.9,1.2,7.1,8.3,6.8,0.9,0.6,3.2,1.6,28.9,.500,.580,.321,.768,.583,.549,F-G,LAL,jamesle01
295,Reggie Jackson,103,118,10.0,4.9,20.0,1.4,0.3,14.6,20.8,2022-23,2022-23,32,68,40,24.4,3.9,9.4,2.5,5.2,1.4,4.2,1.0,1.1,0.4,1.8,2.1,3.4,0.7,0.1,1.7,1.7,10.2,.411,.474,.333,.910,.514,.486,G,DENLAC,jacksre01
296,Quenton Jackson,117,119,12.2,3.3,15.1,1.4,0.6,7.2,17.9,2022-23,2022-23,24,9,0,15.0,2.1,4.7,2.0,3.3,0.1,1.3,1.9,2.4,0.2,0.7,0.9,1.7,0.4,0.1,0.4,1.1,6.2,.452,.600,.083,.773,.542,.464,G,WAS,jacksqu01
297,Justin Jackson,89,110,6.3,8.7,10.5,1.8,3.2,6.7,12.2,2022-23,2022-23,27,23,0,4.7,0.3,1.2,0.1,0.3,0.2,0.9,0.0,0.1,0.1,0.7,0.7,0.4,0.2,0.2,0.1,0.3,0.9,.259,.286,.250,.500,.359,.352,G-F,BOS,jacksju01
298,Jaren Jackson Jr.,118,105,21.6,12.6,5.0,1.7,9.6,10.1,24.7,2022-23,2022-23,23,63,63,28.4,6.6,13.0,5.0,8.6,1.6,4.5,3.8,4.9,1.7,5.0,6.8,1.0,1.0,3.0,1.7,3.6,18.6,.506,.585,.355,.788,.613,.567,F,MEM,jacksja02
299,Isaiah Jackson,120,114,17.5,15.0,7.0,1.4,7.7,11.8,17.4,2022-23,2022-23,21,63,12,16.5,2.8,5.0,2.8,4.8,0.0,0.2,1.5,2.3,1.8,2.7,4.5,0.8,0.5,1.5,0.8,2.4,7.2,.563,.582,.143,.651,.595,.566,C-F,IND,jacksis01
300,Jaden Ivey,103,121,12.1,6.9,26.2,1.3,0.7,17.2,25.4,2022-23,2022-23,20,74,73,31.1,5.5,13.3,3.9,8.6,1.6,4.7,3.6,4.8,1.0,2.9,3.9,5.2,0.8,0.2,3.2,3.3,16.3,.416,.457,.343,.747,.528,.477,G,DET,iveyja01
301,Jonathan Isaac,108,102,20.3,20.1,7.3,5.5,3.1,6.6,21.1,2022-23,2022-23,25,11,0,11.3,2.0,4.8,1.5,3.5,0.5,1.4,0.5,0.8,1.4,2.6,4.0,0.5,1.3,0.4,0.4,0.5,5.0,.415,.421,.400,.556,.483,.472,F,ORL,isaacjo01
302,Kyrie Irving,121,116,22.4,7.7,25.4,1.4,1.7,8.8,28.9,2022-23,2022-23,30,60,60,37.4,9.9,20.1,6.8,11.8,3.1,8.3,4.1,4.6,1.0,4.1,5.1,5.5,1.1,0.8,2.1,2.8,27.1,.494,.574,.379,.905,.613,.572,G,BRKDAL,irvinky01
303,Brandon Ingram,112,114,19.2,9.1,28.1,1.0,1.2,13.4,30.8,2022-23,2022-23,25,45,45,34.2,9.0,18.6,7.6,14.9,1.4,3.6,5.3,6.0,0.5,5.0,5.5,5.8,0.7,0.4,3.3,2.6,24.7,.484,.507,.390,.882,.582,.522,F,NOP,ingrabr01
304,Joe Ingles,120,114,10.7,6.4,18.4,1.5,0.5,17.6,12.6,2022-23,2022-23,35,46,0,22.7,2.3,5.4,0.5,1.0,1.8,4.4,0.4,0.5,0.3,2.5,2.8,3.3,0.7,0.1,1.2,1.6,6.9,.435,.556,.409,.857,.616,.603,F-G,MIL,inglejo01
305,Andre Iguodala,102,114,7.3,8.3,20.3,1.7,2.3,35.5,9.4,2022-23,2022-23,39,8,0,14.1,0.9,1.9,0.8,0.8,0.1,1.1,0.3,0.4,0.4,1.8,2.1,2.4,0.5,0.4,1.1,1.4,2.1,.467,1.000,.111,.667,.521,.500,F-G,GSW,iguodan01
306,Serge Ibaka,105,112,9.8,12.4,2.9,0.5,3.1,15.6,16.1,2022-23,2022-23,33,16,0,11.6,1.6,3.4,1.3,2.3,0.4,1.1,0.5,0.8,0.9,1.8,2.8,0.3,0.1,0.4,0.7,1.4,4.1,.481,.556,.333,.615,.553,.537,F-C,MIL,ibakase01
307,Bones Hyland,107,115,14.9,7.1,23.4,1.8,1.2,11.7,28.0,2022-23,2022-23,22,56,1,19.4,4.1,10.2,2.0,4.6,2.1,5.6,1.5,1.8,0.4,2.1,2.4,3.1,0.7,0.3,1.5,1.7,11.8,.399,.434,.371,.843,.535,.502,G,DENLAC,hylanbo01
308,De'Andre Hunter,112,119,11.5,7.3,6.0,0.8,0.7,8.2,19.7,2022-23,2022-23,25,67,67,31.7,5.7,12.3,4.2,8.0,1.5,4.3,2.6,3.1,0.7,3.6,4.2,1.4,0.5,0.3,1.2,3.0,15.4,.461,.521,.350,.826,.563,.522,F,ATL,huntede01
309,Jay Huff,149,114,22.3,12.3,14.7,1.5,3.6,13.5,16.9,2022-23,2022-23,24,7,0,13.6,2.1,3.6,1.3,1.9,0.9,1.7,2.1,2.3,0.9,2.1,3.0,1.4,0.4,0.6,0.7,2.1,7.3,.600,.692,.500,.938,.796,.720,F-C,WAS,huffja01
310,Kevin Huerter,119,117,15.2,6.5,14.1,1.7,1.0,9.5,19.9,2022-23,2022-23,24,75,75,29.4,5.6,11.5,2.9,4.7,2.7,6.8,1.3,1.7,0.6,2.8,3.3,2.9,1.1,0.3,1.3,2.4,15.2,.485,.604,.402,.725,.617,.603,G,SAC,huertke01
311,Trevor Hudgins,103,128,4.2,0.0,13.9,0.0,0.0,8.8,16.8,2022-23,2022-23,23,5,0,5.6,0.4,1.8,0.0,0.2,0.4,1.6,0.6,0.6,0.0,0.0,0.0,0.6,0.0,0.0,0.2,0.2,1.8,.222,.000,.250,1.000,.436,.333,G,HOU,hudgitr01
312,Caleb Houstan,108,118,6.2,6.9,4.9,0.7,0.8,8.7,11.0,2022-23,2022-23,20,51,4,15.9,1.3,3.6,0.4,0.9,0.9,2.7,0.3,0.4,0.7,1.3,1.9,0.6,0.2,0.1,0.4,1.2,3.8,.363,.435,.338,.833,.508,.489,G-F,ORL,houstca01
313,Danuel House Jr.,115,116,9.4,6.9,7.5,0.9,1.0,10.4,13.8,2022-23,2022-23,29,56,5,14.4,1.7,3.5,1.0,1.6,0.7,2.0,0.8,1.1,0.2,1.5,1.7,0.8,0.3,0.2,0.5,1.2,4.8,.472,.644,.336,.750,.600,.566,G,PHI,houseda01
314,Talen Horton-Tucker,104,117,13.7,8.6,27.4,1.5,1.9,15.5,25.9,2022-23,2022-23,22,65,20,20.2,4.0,9.4,3.1,6.3,0.9,3.1,1.9,2.6,0.6,2.6,3.2,3.8,0.6,0.4,1.9,1.7,10.7,.419,.485,.286,.750,.508,.467,G-F,UTA,hortota01
315,Al Horford,133,112,13.8,11.1,13.2,0.8,2.7,7.0,11.9,2022-23,2022-23,36,63,63,30.5,3.6,7.6,1.3,2.4,2.3,5.2,0.2,0.3,1.2,5.0,6.2,3.0,0.5,1.0,0.6,1.9,9.8,.476,.539,.446,.714,.631,.627,C-F,BOS,horfoal01
316,Richaun Holmes,127,118,12.9,13.1,3.5,0.4,2.8,12.6,13.7,2022-23,2022-23,29,42,1,8.3,1.3,2.1,1.2,1.9,0.1,0.2,0.4,0.5,0.7,1.2,1.9,0.2,0.1,0.3,0.3,1.2,3.1,.618,.617,.625,.789,.668,.646,C-F,SAC,holmeri01
317,Justin Holiday,99,118,6.6,4.4,7.5,1.3,2.3,9.6,14.1,2022-23,2022-23,33,46,2,15.3,1.7,4.4,0.7,1.3,1.0,3.1,0.1,0.2,0.1,1.1,1.2,0.9,0.4,0.4,0.5,1.5,4.5,.377,.508,.322,.625,.494,.490,F,ATLDAL,holidju01
318,Jrue Holiday,118,112,19.2,8.1,34.4,1.7,0.9,15.2,25.0,2022-23,2022-23,32,67,65,32.6,7.3,15.3,5.0,9.1,2.4,6.1,2.3,2.6,1.2,3.9,5.1,7.4,1.2,0.4,2.9,1.7,19.3,.479,.542,.384,.859,.586,.556,G,MIL,holidjr01
319,Aaron Holiday,110,117,9.4,4.8,13.0,2.1,1.2,13.3,13.4,2022-23,2022-23,26,63,6,13.4,1.5,3.5,0.9,2.1,0.6,1.4,0.4,0.5,0.4,0.8,1.2,1.4,0.6,0.2,0.6,1.3,3.9,.418,.424,.409,.844,.528,.500,G,ATL,holidaa01
320,Malcolm Hill,119,112,15.4,18.9,0.0,0.0,0.0,0.0,19.7,2022-23,2022-23,27,5,0,1.8,0.4,0.8,0.2,0.2,0.2,0.6,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.2,1.0,.500,1.000,.333,,.625,.625,F,CHI,hillma01
321,George Hill,124,115,10.6,5.4,16.7,1.5,0.6,15.2,11.3,2022-23,2022-23,36,46,1,18.1,1.7,3.6,1.0,1.5,0.7,2.1,0.9,1.2,0.3,1.5,1.8,2.4,0.6,0.1,0.7,1.2,5.0,.470,.620,.358,.764,.610,.572,G,INDMIL,hillge01
322,Haywood Highsmith,101,112,8.5,11.4,6.2,1.9,1.8,16.5,12.5,2022-23,2022-23,26,54,11,17.9,1.7,4.0,1.0,2.0,0.7,2.0,0.2,0.5,1.1,2.4,3.5,0.8,0.7,0.3,0.8,1.5,4.4,.431,.523,.339,.464,.517,.516,F,MIA,highsha01
323,Buddy Hield,115,118,15.4,8.9,13.3,1.8,0.9,11.3,20.8,2022-23,2022-23,30,80,73,31.0,5.9,13.0,2.3,4.5,3.6,8.5,1.3,1.6,0.8,4.2,5.0,2.8,1.2,0.3,1.7,2.0,16.8,.458,.518,.425,.822,.614,.596,G-F,IND,hieldbu01
324,Tyler Herro,109,115,15.3,9.0,19.9,1.1,0.7,11.7,25.6,2022-23,2022-23,23,67,67,34.9,7.3,16.6,4.2,8.5,3.0,8.0,2.5,2.7,0.4,5.0,5.4,4.2,0.8,0.2,2.4,1.5,20.1,.439,.497,.378,.934,.566,.531,G,MIA,herroty01
325,Willy Hernangómez,118,108,20.7,22.3,10.7,1.8,2.7,15.4,23.8,2022-23,2022-23,28,38,2,12.1,2.3,4.4,2.3,4.2,0.1,0.3,2.1,2.7,1.5,3.2,4.7,0.9,0.4,0.3,1.0,1.7,6.9,.527,.544,.273,.779,.610,.536,C,NOP,hernawi01
326,Juancho Hernangómez,108,115,7.6,11.3,5.2,1.3,0.9,11.0,9.4,2022-23,2022-23,27,42,10,14.6,1.1,2.7,0.7,1.1,0.4,1.6,0.2,0.4,0.6,2.3,2.9,0.6,0.4,0.1,0.4,1.0,2.9,.421,.660,.254,.563,.504,.496,F,TOR,hernaju01
327,Gordon Hayward,110,118,13.5,7.3,19.3,1.3,0.7,13.2,20.0,2022-23,2022-23,32,50,50,31.5,5.5,11.6,4.5,8.4,1.0,3.2,2.6,3.2,0.7,3.6,4.3,4.1,0.8,0.2,2.0,1.4,14.7,.475,.532,.325,.811,.563,.520,F-G,CHO,haywago01
328,Killian Hayes,98,118,10.2,5.7,32.3,2.3,1.1,16.7,20.5,2022-23,2022-23,21,76,56,28.3,4.0,10.7,3.0,7.0,1.1,3.8,1.2,1.5,0.4,2.5,2.9,6.2,1.4,0.4,2.3,2.9,10.3,.377,.429,.280,.821,.455,.426,G,DET,hayeski01
329,Jaxson Hayes,117,111,13.7,12.3,7.7,1.6,3.0,13.9,15.7,2022-23,2022-23,22,47,2,13.0,1.8,3.3,1.8,2.7,0.1,0.6,1.2,1.8,0.8,2.0,2.8,0.7,0.4,0.4,0.7,1.4,5.0,.551,.654,.103,.699,.605,.561,F,NOP,hayesja02
330,Sam Hauser,124,113,12.7,8.6,7.6,1.1,1.4,6.9,14.7,2022-23,2022-23,25,80,8,16.1,2.3,5.0,0.5,0.8,1.8,4.2,0.2,0.2,0.4,2.1,2.6,0.9,0.4,0.3,0.4,1.2,6.4,.455,.656,.418,.706,.634,.631,F,BOS,hausesa01
331,Udonis Haslem,94,115,6.2,9.1,0.0,0.7,2.9,3.1,20.1,2022-23,2022-23,42,7,1,10.1,1.4,4.1,1.0,2.9,0.4,1.3,0.6,0.7,0.6,1.0,1.6,0.0,0.1,0.3,0.1,1.6,3.9,.345,.350,.333,.800,.433,.397,F-C,MIA,hasleud01
332,Isaiah Hartenstein,124,111,14.2,18.1,8.3,1.6,3.7,15.6,11.2,2022-23,2022-23,24,82,8,19.8,2.1,4.0,2.0,3.5,0.1,0.5,0.6,0.9,2.5,4.0,6.5,1.2,0.6,0.8,0.8,2.6,5.0,.535,.576,.216,.676,.567,.547,F,NYK,harteis01
333,Josh Hart,125,116,14.1,13.7,16.1,1.8,0.8,16.4,12.6,2022-23,2022-23,27,76,52,32.3,3.6,6.8,2.8,4.7,0.8,2.2,1.7,2.3,1.9,5.9,7.8,3.8,1.2,0.3,1.5,2.6,9.8,.529,.601,.372,.750,.622,.588,G,NYKPOR,hartjo01
334,Shaquille Harrison,118,111,17.9,10.5,34.9,4.5,1.5,12.3,17.6,2022-23,2022-23,29,5,0,24.0,3.0,7.2,2.4,5.2,0.6,2.0,2.2,3.0,0.2,4.2,4.4,6.0,2.2,0.4,1.2,2.4,8.8,.417,.462,.300,.733,.516,.458,G,POR,harrish01
335,Tobias Harris,118,114,14.8,10.3,11.4,1.4,1.5,9.0,18.2,2022-23,2022-23,30,74,74,32.9,5.7,11.4,4.0,7.0,1.7,4.4,1.5,1.7,0.9,4.8,5.7,2.5,0.9,0.5,1.2,2.0,14.7,.501,.570,.389,.876,.602,.575,F,PHI,harrito02
336,Kevon Harris,110,115,9.2,8.7,4.7,1.8,1.1,14.4,13.7,2022-23,2022-23,25,34,0,13.4,1.4,3.1,0.9,1.9,0.5,1.3,0.9,1.2,0.8,1.2,2.1,0.5,0.5,0.1,0.6,1.6,4.1,.439,.484,.372,.756,.564,.514,G,ORL,harrike01
337,Joe Harris,119,117,10.6,6.0,9.1,1.1,0.7,8.3,14.3,2022-23,2022-23,31,74,33,20.6,2.7,5.9,0.8,1.4,1.9,4.5,0.2,0.4,0.3,1.9,2.2,1.4,0.5,0.2,0.6,1.9,7.6,.457,.551,.426,.643,.621,.618,G,BRK,harrijo01
338,Gary Harris,122,116,10.5,4.7,6.9,1.8,1.0,8.0,12.6,2022-23,2022-23,28,48,42,24.7,2.9,6.4,0.9,1.9,2.0,4.5,0.6,0.6,0.4,1.6,2.0,1.2,0.9,0.3,0.6,1.9,8.3,.450,.494,.431,.900,.620,.603,G,ORL,harriga01
