,Player,ORB%,DRB%,AST%,STL%,BLK%,TOV%,USG%,Age,G,GS,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,FT%,TS%,eFG%,Pos
695,Zach LaVine,1.6,12.3,20.3,1.3,0.8,13.0,27.5,19-27,555,468,8.1,17.5,5.6,11.0,2.5,6.4,4.1,4.9,0.5,3.9,4.4,4.4,1.0,0.3,2.9,2.4,22.8,0.465,0.512,0.384,0.833,0.58,0.535,G-F
696,Joffrey Lauvergne,9.2,21.8,10.1,1.0,1.0,13.1,19.4,23-26,208,18,6.1,12.7,5.5,10.5,0.6,2.2,2.0,2.8,3.0,7.0,10.1,2.3,0.7,0.4,2.1,3.6,14.8,0.479,0.52,0.285,0.719,0.531,0.504,C-F
697,Shane Larkin,1.9,9.6,22.9,2.6,0.4,17.7,15.7,21-25,256,41,4.0,9.5,3.2,6.9,0.9,2.6,1.4,1.8,0.6,3.0,3.6,5.4,1.8,0.2,2.2,2.8,10.3,0.422,0.454,0.336,0.777,0.5,0.468,G
700,Romeo Langford,5.4,8.8,5.7,1.3,1.7,9.4,13.4,20-23,141,32,4.0,9.3,3.1,6.3,0.9,3.0,1.4,2.1,1.8,2.9,4.7,1.5,1.0,0.7,1.1,2.7,10.3,0.43,0.497,0.288,0.659,0.501,0.476,G
701,Carl Landry,10.1,17.2,5.7,0.8,1.2,11.7,19.7,29-32,205,30,6.4,11.9,6.3,11.8,0.1,0.1,4.0,4.9,3.2,5.7,8.9,1.2,0.6,0.5,1.9,4.0,16.8,0.535,0.536,0.438,0.804,0.596,0.537,F
702,Jock Landale,12.4,16.7,10.2,0.8,2.5,12.9,18.8,26-27,123,5,6.4,12.4,5.3,8.4,1.1,4.0,2.6,3.4,4.2,5.4,9.6,2.6,0.6,1.0,2.1,4.1,16.6,0.516,0.622,0.289,0.774,0.596,0.562,C
703,Jeremy Lamb,2.8,16.3,11.9,1.7,1.5,8.0,21.3,20-29,573,136,6.4,14.6,4.6,9.3,1.8,5.3,2.9,3.4,0.9,5.4,6.3,2.7,1.3,0.7,1.4,2.8,17.6,0.439,0.494,0.342,0.857,0.545,0.501,G-F
704,Doron Lamb,1.4,7.0,8.8,1.0,0.1,13.0,14.4,21-22,100,0,3.5,9.1,2.1,5.5,1.4,3.6,1.4,2.0,0.5,2.2,2.7,2.1,0.7,0.0,1.5,3.0,9.8,0.381,0.372,0.394,0.7,0.488,0.458,G
705,Anthony Lamb,5.6,13.6,9.9,1.0,1.4,13.5,14.1,23-25,88,7,4.3,9.7,2.2,3.6,2.1,6.1,1.4,1.8,1.8,4.5,6.4,2.7,0.8,0.6,1.6,3.7,12.2,0.447,0.605,0.353,0.79,0.583,0.558,F
706,Skal Labissière,9.5,19.1,8.9,1.0,3.5,13.4,19.3,20-23,148,42,6.0,12.1,5.5,10.9,0.4,1.2,2.5,3.4,3.1,6.1,9.2,2.1,0.7,1.4,2.1,4.4,14.8,0.492,0.507,0.353,0.748,0.546,0.509,F
709,Kyle Kuzma,3.8,18.2,12.0,0.9,1.4,12.0,23.7,22-27,406,276,7.2,16.0,4.9,9.3,2.3,6.7,2.4,3.3,1.2,6.1,7.3,2.8,0.7,0.6,2.4,2.4,19.1,0.449,0.529,0.338,0.725,0.545,0.519,F
710,Rodions Kurucs,4.3,15.8,7.7,1.7,1.3,15.9,17.0,20-22,131,55,5.0,11.3,3.3,6.2,1.7,5.0,1.7,2.3,1.5,5.5,7.0,1.9,1.3,0.6,2.3,4.3,13.4,0.444,0.537,0.329,0.739,0.544,0.517,F
711,Jonathan Kuminga,5.4,14.1,10.7,1.3,1.9,13.3,21.1,19-20,137,28,6.9,13.4,5.5,9.2,1.5,4.1,3.1,4.6,1.7,4.8,6.5,2.6,1.0,0.7,2.4,4.2,18.4,0.519,0.594,0.353,0.671,0.598,0.574,F
715,Kosta Koufos,11.9,23.1,5.1,1.3,3.6,11.3,15.8,23-29,504,196,5.6,10.5,5.6,10.4,0.0,0.0,1.2,2.1,3.8,7.4,11.1,1.2,0.9,1.6,1.4,4.4,12.4,0.537,0.537,0.0,0.57,0.546,0.537,C
716,Kyle Korver,0.9,12.0,10.4,1.2,1.1,12.0,14.9,31-38,568,313,4.6,10.0,1.4,2.9,3.1,7.1,1.2,1.4,0.3,4.0,4.2,2.5,0.9,0.5,1.4,2.5,13.5,0.456,0.487,0.443,0.878,0.634,0.612,G-F
717,Luke Kornet,6.5,15.1,9.8,1.0,5.0,8.0,15.3,22-27,217,35,5.0,11.0,3.2,5.4,1.8,5.6,1.3,1.7,2.1,4.9,7.1,2.4,0.8,2.0,1.0,2.9,13.1,0.457,0.599,0.322,0.772,0.56,0.539,F
718,Furkan Korkmaz,1.8,11.3,10.2,1.5,0.7,9.3,18.6,20-25,293,49,5.2,12.9,2.5,5.2,2.7,7.7,1.9,2.5,0.6,3.7,4.3,2.6,1.1,0.3,1.4,2.2,15.1,0.406,0.48,0.356,0.764,0.54,0.512,G
719,John Konchar,6.0,18.3,9.9,2.1,1.5,10.1,10.5,23-26,206,30,3.7,7.7,2.3,3.9,1.4,3.8,0.8,1.2,2.1,6.2,8.3,2.8,1.6,0.6,0.9,2.5,9.7,0.483,0.588,0.374,0.692,0.588,0.575,G
721,Kevin Knox,3.1,14.4,6.2,1.0,1.3,10.1,19.9,19-23,275,66,5.2,13.6,3.0,7.1,2.2,6.5,2.2,3.1,1.1,4.7,5.8,1.5,0.8,0.5,1.7,3.1,14.9,0.385,0.423,0.342,0.713,0.497,0.466,F
722,Nathan Knight,10.6,17.2,7.3,1.5,2.6,13.5,20.3,23-25,108,2,5.5,11.6,4.7,8.6,0.8,2.9,5.5,7.4,3.5,5.7,9.2,1.8,1.1,1.0,2.3,4.5,17.2,0.476,0.547,0.265,0.738,0.582,0.509,F-C
723,Brandon Knight,2.0,10.1,23.3,1.5,0.5,14.9,24.6,21-30,385,289,6.3,15.4,4.3,9.7,2.0,5.7,3.1,3.8,0.7,3.2,3.8,5.0,1.1,0.2,3.0,2.4,17.7,0.41,0.447,0.348,0.813,0.519,0.475,G
725,Maxi Kleber,5.5,16.8,6.6,0.9,3.5,10.2,12.8,26-31,363,141,3.9,8.7,2.0,3.3,1.9,5.4,1.2,1.6,1.8,5.5,7.3,1.7,0.7,1.4,1.1,3.3,10.9,0.447,0.592,0.358,0.787,0.583,0.558,F
726,Corey Kispert,2.5,9.2,6.1,0.8,0.7,8.3,14.3,22-23,151,81,4.9,10.2,2.3,3.7,2.5,6.5,1.2,1.4,0.8,3.1,3.8,1.6,0.6,0.3,1.0,1.8,13.4,0.478,0.633,0.391,0.86,0.624,0.603,G-F
728,Andrei Kirilenko,6.2,14.4,13.9,2.4,2.2,16.4,16.5,31-33,116,68,4.5,8.9,4.1,7.4,0.4,1.5,3.1,4.6,2.0,4.4,6.3,3.1,1.7,1.0,2.1,1.8,12.5,0.505,0.55,0.288,0.676,0.574,0.53,F
731,Sean Kilpatrick,1.4,13.5,12.5,1.1,0.3,12.2,23.8,25-28,157,25,6.4,15.4,4.1,8.6,2.3,6.8,3.9,4.5,0.5,4.5,5.0,2.8,0.9,0.2,2.4,2.2,18.9,0.413,0.474,0.335,0.862,0.543,0.487,G
732,Michael Kidd-Gilchrist,7.0,17.6,7.5,1.4,2.3,10.1,16.2,19-26,446,356,4.8,10.1,4.7,9.8,0.1,0.3,2.6,3.7,2.3,5.6,7.9,1.7,1.0,1.0,1.3,3.1,12.3,0.474,0.481,0.272,0.715,0.524,0.478,F
737,Luke Kennard,1.2,12.1,12.4,1.1,0.5,10.0,17.1,21-26,356,88,5.5,12.0,2.5,5.2,3.0,6.8,1.4,1.6,0.4,4.0,4.4,3.0,0.8,0.2,1.4,2.2,15.3,0.455,0.479,0.437,0.877,0.601,0.579,G
738,Ryan Kelly,2.6,15.1,10.2,1.3,2.0,9.7,15.4,22-25,163,59,3.7,9.9,2.6,6.2,1.2,3.7,2.7,3.3,0.9,4.9,5.8,2.5,0.9,1.0,1.2,3.6,11.3,0.378,0.416,0.316,0.797,0.498,0.438,F
741,Sergey Karasev,3.0,11.2,11.3,1.5,0.3,17.1,13.5,20-22,95,22,3.1,7.9,2.1,4.3,1.0,3.6,2.1,2.5,1.0,3.6,4.5,2.8,1.0,0.1,1.8,3.0,9.3,0.395,0.489,0.282,0.842,0.519,0.459,G-F
742,Frank Kaminsky,4.0,17.3,12.2,1.1,1.5,8.5,20.0,22-29,413,49,5.8,13.4,3.9,8.0,1.9,5.4,2.6,3.5,1.3,5.6,7.0,2.9,0.8,0.6,1.4,2.7,16.0,0.43,0.486,0.349,0.746,0.537,0.501,F-C
743,Chris Kaman,9.4,23.8,8.9,0.8,3.0,14.9,24.3,30-33,195,80,7.9,15.5,7.9,15.4,0.0,0.1,1.9,2.6,3.1,8.0,11.1,1.8,0.6,1.5,2.9,3.9,17.7,0.509,0.511,0.125,0.752,0.533,0.51,C
749,Cory Joseph,2.5,10.3,19.9,1.7,0.9,13.4,15.6,21-31,761,174,4.5,10.0,3.5,7.2,1.0,2.8,1.7,2.2,0.8,3.3,4.1,5.0,1.2,0.4,1.7,2.7,11.6,0.444,0.481,0.352,0.79,0.529,0.494,G
751,DeAndre Jordan,13.2,31.8,6.1,1.1,4.4,15.9,14.4,24-34,750,627,5.2,7.6,5.2,7.6,0.0,0.0,2.5,5.2,4.2,10.6,14.8,1.5,0.8,1.9,1.9,3.2,12.9,0.682,0.683,0.222,0.482,0.652,0.683,C
752,Tyus Jones,1.4,9.2,27.8,2.5,0.3,10.4,15.7,19-26,535,94,4.9,11.2,3.4,7.1,1.5,4.1,1.4,1.7,0.5,3.0,3.5,7.4,1.8,0.1,1.4,1.4,12.7,0.436,0.481,0.357,0.814,0.528,0.501,G
753,Tre Jones,2.9,10.6,29.1,1.9,0.4,11.6,17.8,21-23,174,77,5.8,12.3,5.1,10.0,0.6,2.3,2.5,3.0,1.0,3.5,4.5,7.6,1.5,0.2,1.8,2.0,14.6,0.469,0.514,0.271,0.837,0.538,0.494,G
754,Terrence Jones,8.0,18.1,7.0,1.3,3.8,8.9,19.2,21-27,234,118,6.4,12.7,5.8,10.7,0.6,2.0,2.4,3.8,2.6,6.1,8.6,1.5,0.9,1.7,1.4,2.5,15.7,0.501,0.539,0.297,0.621,0.545,0.524,F
756,Perry Jones,3.3,13.1,4.7,1.1,1.6,10.6,14.9,21-23,143,21,4.2,10.0,3.4,7.3,0.8,2.6,1.3,2.0,1.0,4.4,5.4,1.2,0.8,0.7,1.3,2.9,10.5,0.42,0.466,0.293,0.66,0.483,0.459,F
761,James Jones,1.3,9.9,5.5,0.9,1.6,6.6,15.2,32-36,211,10,4.2,10.3,0.9,2.0,3.3,8.3,1.5,2.0,0.4,3.1,3.5,1.4,0.6,0.7,0.8,3.2,13.1,0.404,0.438,0.396,0.766,0.587,0.563,F-G
763,Herbert Jones,5.0,9.8,10.5,2.7,2.3,13.4,14.1,23-24,144,135,4.3,9.0,3.3,6.2,0.9,2.8,2.2,2.7,1.6,3.1,4.7,2.8,2.0,0.9,1.6,3.7,11.7,0.473,0.534,0.336,0.802,0.57,0.525,F
765,Derrick Jones Jr.,7.2,11.9,5.0,1.6,3.3,9.0,13.5,19-25,344,97,4.5,8.8,3.6,5.9,0.9,3.0,2.2,3.1,2.3,3.9,6.3,1.3,1.2,1.3,1.0,3.7,12.1,0.508,0.61,0.304,0.705,0.591,0.559,F
767,Damian Jones,8.5,16.5,7.1,1.2,4.1,15.2,12.9,21-27,240,75,5.1,7.6,4.8,7.0,0.2,0.6,2.6,3.6,2.8,5.5,8.3,1.8,0.9,1.7,1.7,5.2,12.9,0.662,0.686,0.383,0.706,0.699,0.677,F-C
768,Dahntay Jones,2.6,8.5,6.3,1.1,0.5,11.1,13.8,32-36,113,19,2.9,8.0,2.6,6.3,0.4,1.7,3.0,3.9,0.8,2.8,3.6,1.6,0.8,0.2,1.2,4.5,9.2,0.366,0.409,0.211,0.773,0.475,0.389,G-F
770,Nikola Jokić,9.6,28.5,35.5,1.9,2.0,15.2,26.6,20-27,596,555,9.1,16.4,7.9,13.1,1.2,3.3,4.3,5.2,3.1,9.3,12.3,7.8,1.4,0.8,3.4,3.2,23.7,0.553,0.605,0.348,0.829,0.632,0.589,C-F
772,Wesley Johnson,2.9,13.7,6.6,1.9,2.4,10.6,15.5,25-31,465,207,4.3,10.7,2.7,5.7,1.7,4.9,1.0,1.3,0.9,4.5,5.5,1.6,1.4,1.1,1.3,3.2,11.4,0.407,0.468,0.336,0.755,0.504,0.485,F-G
773,Tyler Johnson,2.4,11.2,14.0,1.7,1.3,10.4,18.3,22-29,354,78,5.2,12.1,3.3,7.1,1.8,5.0,2.2,2.9,0.8,3.6,4.4,3.4,1.2,0.6,1.5,2.6,14.3,0.426,0.473,0.36,0.779,0.537,0.501,G
774,Stanley Johnson,3.0,14.5,10.8,2.1,1.0,14.3,16.4,19-26,449,104,4.2,10.7,2.8,6.1,1.4,4.5,1.7,2.2,1.0,4.7,5.7,2.8,1.6,0.4,1.9,3.5,11.4,0.391,0.454,0.305,0.748,0.489,0.456,F
775,Orlando Johnson,3.4,14.4,9.9,0.9,1.0,11.9,16.5,23-26,103,1,3.8,10.6,2.3,5.7,1.5,4.9,1.6,2.1,1.1,4.8,5.8,2.2,0.6,0.5,1.6,2.8,10.7,0.358,0.398,0.311,0.727,0.462,0.43,G
779,Keldon Johnson,3.7,16.3,10.5,1.1,0.6,8.8,22.5,20-23,224,205,7.3,15.6,5.3,10.2,2.0,5.4,3.2,4.3,1.3,5.4,6.7,2.6,0.8,0.3,1.7,2.4,19.8,0.468,0.523,0.363,0.752,0.565,0.531,G
780,Joe Johnson,2.1,11.0,15.6,1.0,0.4,11.0,19.9,31-40,446,330,5.6,12.9,3.8,8.1,1.8,4.8,1.7,2.1,0.7,3.5,4.1,3.4,0.7,0.2,1.7,1.7,14.8,0.435,0.47,0.376,0.82,0.534,0.506,G-F
781,James Johnson,4.2,15.3,16.5,1.8,3.3,15.8,18.4,25-35,600,167,5.5,11.4,4.5,8.1,1.0,3.3,1.9,2.8,1.3,4.9,6.3,3.9,1.3,1.4,2.4,3.9,13.8,0.48,0.552,0.301,0.672,0.547,0.523,F
782,Jalen Johnson,4.9,24.3,9.7,1.7,2.7,11.1,16.4,20-21,92,6,5.6,11.2,4.6,7.6,1.0,3.6,1.7,2.6,1.6,7.9,9.5,2.7,1.3,1.1,1.5,3.8,13.8,0.496,0.598,0.282,0.635,0.558,0.541,F
787,Chris Johnson,3.5,11.4,6.3,2.0,1.1,11.2,14.1,22-25,147,4,3.6,9.3,2.0,3.9,1.6,5.4,1.4,1.6,1.1,3.5,4.7,1.5,1.4,0.5,1.3,3.4,10.3,0.392,0.508,0.307,0.835,0.514,0.48,F-G
788,Cameron Johnson,3.1,13.3,8.2,1.6,1.0,6.8,17.6,23-26,225,77,5.6,12.6,2.5,4.6,3.2,8.0,1.9,2.2,1.0,4.4,5.4,2.1,1.2,0.4,1.0,2.4,16.3,0.447,0.543,0.393,0.843,0.6,0.572,F
791,Amir Johnson,9.9,18.4,10.7,1.5,3.2,15.8,15.1,25-31,517,359,5.1,9.1,4.8,8.2,0.3,0.9,1.6,2.5,3.2,5.9,9.0,2.5,1.1,1.4,1.9,4.7,12.2,0.562,0.589,0.337,0.651,0.597,0.58,F-C
793,Isaiah Joe,1.8,10.4,8.3,1.5,0.6,7.2,17.1,21-23,169,12,5.0,12.3,1.3,2.8,3.7,9.6,1.9,2.3,0.6,3.4,4.0,2.2,1.1,0.2,1.0,2.8,15.7,0.408,0.486,0.386,0.832,0.588,0.558,G
795,Ty Jerome,1.6,9.8,21.9,1.5,0.6,11.4,18.1,22-25,157,7,5.4,12.8,3.1,6.3,2.3,6.5,1.5,1.8,0.6,3.3,3.9,5.4,1.2,0.3,1.7,3.0,14.5,0.421,0.492,0.352,0.826,0.536,0.51,G
796,Jonas Jerebko,6.8,18.3,8.1,1.3,1.1,11.0,15.2,25-31,491,33,4.5,10.1,3.0,6.0,1.6,4.2,1.7,2.2,2.2,6.0,8.2,2.0,0.9,0.5,1.4,3.9,12.4,0.449,0.498,0.377,0.783,0.557,0.526,F
797,Brandon Jennings,2.1,8.5,32.2,2.0,0.3,14.3,22.4,23-28,344,220,5.5,14.3,3.5,8.4,2.0,5.8,2.9,3.7,0.7,2.7,3.4,7.5,1.4,0.1,2.6,2.1,15.8,0.383,0.409,0.345,0.784,0.498,0.454,G
798,John Jenkins,1.9,10.9,9.9,0.7,0.5,11.0,17.8,21-27,171,8,5.1,11.6,3.2,6.4,1.9,5.3,1.9,2.3,0.6,3.5,4.1,2.3,0.5,0.2,1.6,1.6,14.1,0.441,0.503,0.367,0.847,0.559,0.524,G
802,Richard Jefferson,1.5,11.6,7.8,1.2,0.6,11.7,14.5,32-37,385,115,4.1,9.1,2.4,4.7,1.7,4.4,1.9,2.7,0.5,3.7,4.2,1.9,0.8,0.3,1.4,3.1,11.8,0.45,0.511,0.384,0.712,0.573,0.543,F
805,Al Jefferson,6.7,26.1,11.9,1.4,2.8,6.9,26.4,28-33,365,232,8.9,18.0,8.9,17.8,0.0,0.2,2.4,3.3,2.1,8.3,10.4,2.2,1.0,1.2,1.4,3.0,20.2,0.497,0.5,0.171,0.71,0.521,0.498,C-F
807,Antawn Jamison,7.1,17.0,4.9,1.0,1.0,7.5,18.8,36-37,98,6,5.7,12.7,3.9,7.5,1.8,5.2,2.1,3.1,2.3,5.7,8.0,1.1,0.7,0.5,1.1,2.9,15.2,0.444,0.519,0.336,0.696,0.539,0.513,F
810,LeBron James,3.6,20.4,38.5,1.9,1.6,14.2,31.4,28-38,732,731,10.0,18.9,8.1,13.8,1.8,5.1,4.8,6.7,1.1,6.6,7.7,7.7,1.3,0.7,3.6,1.7,26.5,0.526,0.59,0.355,0.721,0.607,0.574,F-G
813,Bernard James,12.6,18.5,2.4,1.1,6.4,15.5,13.1,27-29,92,13,3.6,7.2,3.6,7.1,0.0,0.1,2.4,3.5,4.0,6.0,10.0,0.6,0.8,2.9,1.6,5.0,9.6,0.497,0.507,0.0,0.68,0.546,0.497,C
815,Reggie Jackson,2.2,10.5,27.0,1.3,0.4,13.1,24.5,22-32,726,506,6.8,16.1,4.9,10.5,1.9,5.6,2.7,3.2,0.7,3.4,4.2,6.0,1.0,0.2,2.6,2.7,18.3,0.425,0.466,0.347,0.857,0.524,0.485,G
818,Justin Jackson,2.5,12.0,8.3,0.9,0.8,6.9,15.1,22-27,278,61,4.7,11.1,3.0,5.7,1.7,5.4,1.2,1.5,0.9,4.0,4.8,2.1,0.7,0.3,0.9,2.1,12.3,0.423,0.523,0.319,0.796,0.524,0.501,G-F
819,Josh Jackson,4.0,15.0,12.6,1.8,2.1,13.9,24.5,20-24,291,92,6.5,15.7,5.1,10.9,1.4,4.8,3.0,4.5,1.3,4.9,6.2,2.9,1.3,0.9,2.9,3.9,17.6,0.416,0.471,0.292,0.68,0.495,0.461,F-G
820,Jaren Jackson Jr.,5.4,16.2,6.2,1.6,6.9,10.6,24.4,19-23,267,258,7.6,16.4,5.5,10.2,2.2,6.2,4.2,5.3,1.8,5.4,7.3,1.5,1.2,2.7,2.2,4.9,21.6,0.466,0.535,0.352,0.79,0.578,0.532,F
821,Isaiah Jackson,12.1,18.2,5.6,1.7,7.9,12.7,19.2,20-21,99,27,6.7,11.9,6.5,11.2,0.2,0.7,3.5,5.3,3.9,5.9,9.8,1.4,1.3,3.3,2.1,5.6,17.1,0.563,0.583,0.233,0.662,0.6,0.57,C-F
822,Frank Jackson,2.2,8.6,8.4,1.0,0.4,9.0,20.3,20-24,214,31,6.1,14.5,3.8,7.6,2.3,6.9,2.4,3.0,0.8,2.9,3.6,2.1,0.8,0.1,1.6,2.9,16.9,0.421,0.502,0.332,0.786,0.534,0.501,G
825,Jarrett Jack,1.1,11.1,28.3,1.4,0.5,16.5,19.9,29-34,335,150,5.2,12.1,4.3,9.3,0.9,2.8,2.5,2.9,0.4,3.6,4.0,6.6,1.0,0.2,2.6,2.2,13.8,0.429,0.458,0.332,0.861,0.516,0.467,G
826,Wes Iwundu,3.2,12.6,7.4,1.3,1.1,11.0,12.4,23-27,226,51,3.2,7.9,2.5,5.6,0.7,2.4,2.1,2.7,1.1,4.1,5.2,2.0,1.0,0.5,1.1,3.2,9.3,0.408,0.458,0.292,0.798,0.51,0.452,F
829,Jonathan Isaac,5.5,18.1,6.1,2.1,5.0,11.0,16.8,20-25,147,106,4.9,11.3,3.5,7.1,1.4,4.2,1.9,2.4,1.9,5.9,7.8,1.5,1.6,2.1,1.5,2.8,13.1,0.434,0.493,0.333,0.789,0.53,0.495,F
830,Kyrie Irving,2.6,10.1,29.4,1.9,1.0,11.0,29.4,20-30,620,620,9.1,19.3,6.6,12.9,2.5,6.4,4.1,4.6,0.8,3.3,4.1,6.0,1.4,0.4,2.6,2.4,24.7,0.472,0.513,0.391,0.885,0.582,0.537,G
831,Brandon Ingram,2.4,14.7,19.4,1.0,1.5,12.7,25.2,19-25,413,374,7.6,16.4,6.1,12.3,1.5,4.1,4.3,5.5,0.8,4.9,5.7,4.4,0.8,0.6,2.7,2.7,20.9,0.464,0.497,0.364,0.784,0.558,0.509,F
834,Joe Ingles,1.4,12.3,21.0,1.8,0.5,17.9,15.0,27-35,636,313,4.3,9.5,1.7,3.2,2.6,6.3,1.0,1.2,0.4,4.1,4.5,5.3,1.3,0.2,2.2,2.6,12.0,0.449,0.527,0.408,0.771,0.6,0.584,F-G
835,Ersan İlyasova,7.4,18.3,8.0,1.5,1.2,9.1,19.7,25-33,558,304,6.0,13.5,4.1,8.5,1.8,5.0,2.3,2.9,2.5,6.1,8.5,1.8,1.1,0.5,1.5,3.6,16.1,0.442,0.485,0.37,0.773,0.543,0.511,F
836,Andre Iguodala,3.2,13.0,17.6,2.1,1.7,15.9,13.1,29-39,616,169,3.8,8.2,2.7,4.7,1.1,3.5,1.3,2.1,1.0,4.4,5.4,4.8,1.5,0.7,1.7,2.0,10.0,0.465,0.567,0.328,0.617,0.552,0.535,F-G
837,Serge Ibaka,7.8,19.7,5.5,0.7,5.0,10.8,19.8,23-33,698,587,6.9,13.5,5.8,10.4,1.1,3.1,1.8,2.3,2.5,6.6,9.1,1.3,0.5,2.2,1.8,3.3,16.7,0.508,0.552,0.359,0.776,0.572,0.549,F-C
838,Bones Hyland,1.6,13.2,22.2,1.6,1.3,11.9,25.7,21-22,125,5,6.9,17.2,3.2,7.0,3.7,10.1,2.9,3.4,0.5,4.3,4.9,5.5,1.2,0.5,2.5,3.7,20.4,0.401,0.448,0.368,0.85,0.546,0.51,G
839,Chandler Hutchison,3.3,19.9,6.2,1.7,0.9,12.1,15.0,22-25,103,25,4.3,9.8,3.7,7.6,0.7,2.2,1.9,2.9,1.1,6.5,7.6,1.6,1.2,0.4,1.5,2.8,11.2,0.442,0.48,0.309,0.643,0.506,0.476,G
842,De'Andre Hunter,2.3,12.4,7.0,1.0,0.9,9.8,19.1,22-25,206,200,5.8,13.1,4.1,8.1,1.8,5.0,2.7,3.4,0.7,4.1,4.8,1.8,0.8,0.4,1.6,3.3,16.1,0.444,0.497,0.356,0.799,0.552,0.511,F
844,Kris Humphries,10.2,23.5,6.5,1.1,2.4,10.6,18.1,27-31,307,89,5.2,11.4,4.9,10.3,0.4,1.1,2.9,3.6,3.2,7.5,10.7,1.5,0.7,1.1,1.5,3.7,13.7,0.457,0.474,0.306,0.785,0.524,0.472,F-C
846,Robbie Hummel,5.1,16.5,5.3,1.1,0.6,7.1,12.3,24-25,98,9,3.8,9.0,2.5,5.4,1.2,3.6,1.0,1.2,1.7,5.2,6.9,1.3,0.8,0.3,0.7,3.7,9.8,0.418,0.469,0.343,0.867,0.514,0.487,F
850,Kevin Huerter,2.2,10.6,15.0,1.5,1.0,10.9,17.5,20-24,349,291,5.6,12.6,2.9,5.7,2.7,7.0,1.0,1.3,0.7,3.5,4.2,3.8,1.2,0.4,1.6,2.9,14.9,0.444,0.515,0.385,0.766,0.563,0.55,G
858,Dwight Howard,12.3,29.8,7.1,1.3,4.2,17.1,20.6,27-36,621,458,6.4,10.7,6.3,10.5,0.0,0.1,4.2,7.9,4.0,9.9,13.9,1.6,1.0,1.9,2.9,4.0,17.1,0.6,0.604,0.3,0.535,0.604,0.602,C
860,Danuel House Jr.,2.6,13.0,7.5,1.2,1.4,10.0,14.4,23-29,260,103,4.3,9.9,2.1,3.8,2.2,6.1,1.8,2.3,0.9,4.3,5.1,1.9,0.9,0.6,1.2,2.6,12.6,0.433,0.545,0.362,0.761,0.574,0.544,G
861,Talen Horton-Tucker,2.7,12.2,20.5,2.0,1.7,14.7,22.1,19-22,196,44,6.1,14.3,4.9,9.8,1.3,4.5,2.8,3.6,0.9,4.1,5.0,5.1,1.5,0.7,2.7,3.4,16.4,0.431,0.5,0.28,0.77,0.515,0.475,G-F
862,Al Horford,6.0,19.9,18.6,1.3,3.2,10.4,19.1,26-36,696,690,6.5,13.0,5.3,9.7,1.2,3.3,1.4,1.9,1.9,6.6,8.5,4.2,0.9,1.4,1.6,2.2,15.7,0.503,0.547,0.375,0.757,0.569,0.551,C-F
864,Rodney Hood,1.6,10.3,10.7,1.4,0.6,8.9,19.6,22-29,448,253,5.5,13.2,3.4,7.4,2.1,5.8,2.1,2.5,0.5,3.3,3.8,2.4,1.0,0.3,1.4,2.8,15.3,0.42,0.462,0.366,0.841,0.535,0.5,G-F
866,Richaun Holmes,9.5,20.6,7.7,1.3,4.2,11.1,17.0,22-29,418,161,6.7,11.1,6.5,10.3,0.2,0.8,2.6,3.5,3.1,6.6,9.8,1.8,1.0,1.8,1.6,4.7,16.3,0.606,0.63,0.273,0.747,0.643,0.615,C-F
867,Rondae Hollis-Jefferson,7.0,19.5,13.1,2.0,1.9,12.8,19.4,21-26,305,154,5.3,11.9,5.1,10.8,0.2,1.1,3.8,5.1,2.3,6.6,9.0,3.1,1.5,0.9,2.1,3.3,14.7,0.449,0.473,0.212,0.735,0.518,0.458,F
868,Ryan Hollins,9.3,14.7,3.2,0.7,4.2,21.2,12.6,28-31,204,21,4.0,6.1,4.0,6.1,0.0,0.0,2.8,4.2,2.9,4.7,7.6,0.8,0.5,1.8,2.1,6.1,10.7,0.648,0.648,0.0,0.658,0.672,0.648,C
870,Justin Holiday,1.7,11.3,8.5,1.9,1.6,9.8,15.8,23-33,622,287,4.4,11.1,1.9,4.3,2.5,6.8,1.3,1.6,0.5,3.7,4.3,2.2,1.4,0.7,1.3,2.5,12.6,0.397,0.453,0.363,0.817,0.534,0.509,F
871,Jrue Holiday,3.1,10.7,32.4,2.2,1.4,14.9,24.6,22-32,686,627,7.5,16.0,5.7,11.3,1.7,4.8,2.4,3.0,1.0,3.6,4.6,7.4,1.6,0.6,3.1,2.3,19.1,0.467,0.511,0.364,0.779,0.549,0.521,G
872,Aaron Holiday,1.9,8.5,17.3,1.8,1.0,13.2,18.4,22-26,308,62,5.1,12.3,3.3,7.5,1.8,4.9,1.8,2.2,0.6,2.8,3.4,4.6,1.4,0.4,2.0,3.1,13.9,0.413,0.436,0.377,0.841,0.521,0.488,G
875,Kirk Hinrich,1.4,8.4,21.0,1.8,0.8,16.1,14.9,32-35,245,150,3.5,9.1,2.1,5.3,1.4,3.8,1.3,1.7,0.4,2.7,3.2,4.8,1.2,0.4,1.9,3.5,9.6,0.382,0.396,0.364,0.744,0.488,0.459,G
876,Darrun Hilliard,0.9,10.3,12.0,1.3,0.3,14.2,18.4,22-24,91,3,4.4,11.6,3.1,7.3,1.3,4.3,2.3,3.1,0.3,3.3,3.6,3.0,0.9,0.1,2.1,3.1,12.4,0.377,0.42,0.304,0.747,0.477,0.433,G
